"139f -- Väestöennuste 2021: Väestö iän ja sukupuolen mukaan alueittain, 2021-2040"

"Alue"	"Vuosi"	"Yhteensä Yhteensä Väestö 31.12. (ennuste 2021)"	"Yhteensä 0 - 6 Väestö 31.12. (ennuste 2021)"	"Yhteensä 7 - 12 Väestö 31.12. (ennuste 2021)"	"Yhteensä 13 - 15 Väestö 31.12. (ennuste 2021)"	"Yhteensä 16 - 18 Väestö 31.12. (ennuste 2021)"	"Yhteensä 19 - 49 Väestö 31.12. (ennuste 2021)"	"Yhteensä 50 - 64 Väestö 31.12. (ennuste 2021)"	"Yhteensä 65 - 74 Väestö 31.12. (ennuste 2021)"	"Yhteensä 75 - Väestö 31.12. (ennuste 2021)"	"Miehet Yhteensä Väestö 31.12. (ennuste 2021)"	"Miehet 0 - 6 Väestö 31.12. (ennuste 2021)"	"Miehet 7 - 12 Väestö 31.12. (ennuste 2021)"	"Miehet 13 - 15 Väestö 31.12. (ennuste 2021)"	"Miehet 16 - 18 Väestö 31.12. (ennuste 2021)"	"Miehet 19 - 49 Väestö 31.12. (ennuste 2021)"	"Miehet 50 - 64 Väestö 31.12. (ennuste 2021)"	"Miehet 65 - 74 Väestö 31.12. (ennuste 2021)"	"Miehet 75 - Väestö 31.12. (ennuste 2021)"	"Naiset Yhteensä Väestö 31.12. (ennuste 2021)"	"Naiset 0 - 6 Väestö 31.12. (ennuste 2021)"	"Naiset 7 - 12 Väestö 31.12. (ennuste 2021)"	"Naiset 13 - 15 Väestö 31.12. (ennuste 2021)"	"Naiset 16 - 18 Väestö 31.12. (ennuste 2021)"	"Naiset 19 - 49 Väestö 31.12. (ennuste 2021)"	"Naiset 50 - 64 Väestö 31.12. (ennuste 2021)"	"Naiset 65 - 74 Väestö 31.12. (ennuste 2021)"	"Naiset 75 - Väestö 31.12. (ennuste 2021)"
"Iisalmi"	"2028"	19821	1041	1038	677	708	6390	3505	3136	3326	9835	544	532	344	375	3334	1749	1502	1455	9986	497	506	333	333	3056	1756	1634	1871
"Iisalmi"	"2029"	19665	1024	992	653	705	6355	3425	3086	3425	9754	535	515	323	372	3320	1698	1486	1505	9911	489	477	330	333	3035	1727	1600	1920
"Iisalmi"	"2030"	19508	1008	966	613	690	6313	3391	2979	3548	9672	527	503	307	354	3297	1680	1439	1565	9836	481	463	306	336	3016	1711	1540	1983
"Iisalmi"	"2031"	19351	995	954	569	691	6230	3368	2878	3666	9590	520	490	296	358	3244	1670	1395	1617	9761	475	464	273	333	2986	1698	1483	2049
"Joroinen"	"2021"	4616	231	284	144	139	1220	1120	829	649	2361	121	162	77	82	640	585	427	267	2255	110	122	67	57	580	535	402	382
"Joroinen"	"2022"	4544	229	268	142	140	1187	1082	819	677	2323	120	155	70	87	620	562	430	279	2221	109	113	72	53	567	520	389	398
"Joroinen"	"2023"	4473	216	256	153	137	1158	1024	819	710	2285	110	152	78	81	605	531	428	300	2188	106	104	75	56	553	493	391	410
"Joroinen"	"2024"	4401	206	239	157	132	1138	977	812	740	2246	105	140	86	72	595	514	415	319	2155	101	99	71	60	543	463	397	421
"Joroinen"	"2025"	4330	195	232	154	131	1113	948	787	770	2206	98	137	86	68	586	488	411	332	2124	97	95	68	63	527	460	376	438
"Joroinen"	"2026"	4261	187	224	144	139	1091	898	789	789	2169	98	127	83	74	572	464	416	335	2092	89	97	61	65	519	434	373	454
"Joroinen"	"2027"	4195	190	204	132	143	1067	878	769	812	2134	100	112	77	81	559	454	405	346	2061	90	92	55	62	508	424	364	466
"Joroinen"	"2028"	4127	183	202	122	139	1046	852	761	822	2099	96	111	72	80	548	438	399	355	2028	87	91	50	59	498	414	362	467
"Joroinen"	"2029"	4062	178	191	121	130	1028	822	760	832	2064	94	102	72	76	538	425	399	358	1998	84	89	49	54	490	397	361	474
"Joroinen"	"2030"	3999	173	184	115	121	1016	798	738	854	2030	91	99	65	72	536	408	392	367	1969	82	85	50	49	480	390	346	487
"Joroinen"	"2031"	3938	169	176	117	113	991	793	714	865	1996	89	93	68	67	523	407	371	378	1942	80	83	49	46	468	386	343	487
"Kaavi"	"2021"	2740	109	143	80	83	630	692	516	487	1388	53	69	48	40	341	370	260	207	1352	56	74	32	43	289	322	256	280
"Kaavi"	"2022"	2678	99	149	76	73	605	671	505	500	1359	51	71	46	33	329	360	253	216	1319	48	78	30	40	276	311	252	284
"Kaavi"	"2023"	2622	97	143	73	70	578	656	502	503	1333	49	72	38	38	313	359	246	218	1289	48	71	35	32	265	297	256	285
"Kaavi"	"2024"	2573	99	131	75	67	572	621	485	523	1309	52	66	35	39	310	337	247	223	1264	47	65	40	28	262	284	238	300
"Kaavi"	"2025"	2529	99	123	78	63	555	608	478	525	1289	50	67	35	36	299	334	242	226	1240	49	56	43	27	256	274	236	299
"Kaavi"	"2026"	2489	98	114	79	63	547	588	475	525	1268	51	62	37	32	292	322	244	228	1221	47	52	42	31	255	266	231	297
"Kaavi"	"2027"	2451	94	110	76	65	535	575	467	529	1250	50	57	39	31	289	308	245	231	1201	44	53	37	34	246	267	222	298
"Kaavi"	"2028"	2413	92	102	79	65	530	542	471	532	1233	49	55	41	30	286	286	252	234	1180	43	47	38	35	244	256	219	298
"Kaavi"	"2029"	2380	91	99	73	65	526	527	459	540	1219	49	52	40	31	284	281	245	237	1161	42	47	33	34	242	246	214	303
"Kaavi"	"2030"	2347	90	101	63	64	515	514	458	542	1204	48	55	32	33	277	274	242	243	1143	42	46	31	31	238	240	216	299
"Kaavi"	"2031"	2315	88	102	55	66	507	500	452	545	1190	47	54	31	34	269	271	239	245	1125	41	48	24	32	238	229	213	300
"Keitele"	"2021"	2113	99	104	46	56	480	483	487	358	1078	46	52	21	29	261	253	254	162	1035	53	52	25	27	219	230	233	196
"Keitele"	"2022"	2073	97	97	49	52	465	456	495	362	1056	47	50	23	26	249	241	258	162	1017	50	47	26	26	216	215	237	200
"Keitele"	"2023"	2037	91	93	51	50	451	434	490	377	1036	45	47	23	24	247	225	253	172	1001	46	46	28	26	204	209	237	205
"Keitele"	"2024"	2005	85	93	56	41	445	417	469	399	1019	44	45	26	20	243	218	237	186	986	41	48	30	21	202	199	232	213
"Keitele"	"2025"	1971	81	90	55	43	436	390	473	403	1001	43	41	30	21	234	208	236	188	970	38	49	25	22	202	182	237	215
"Keitele"	"2026"	1943	80	86	50	46	423	380	458	420	986	42	40	27	22	229	202	229	195	957	38	46	23	24	194	178	229	225
"Keitele"	"2027"	1914	77	83	49	49	411	367	436	442	970	40	41	25	24	221	194	217	208	944	37	42	24	25	190	173	219	234
"Keitele"	"2028"	1889	75	82	45	48	406	354	425	454	956	39	41	21	27	217	183	213	215	933	36	41	24	21	189	171	212	239
"Keitele"	"2029"	1862	73	79	44	45	400	343	402	476	942	38	40	20	25	214	176	195	234	920	35	39	24	20	186	167	207	242
"Keitele"	"2030"	1836	72	74	45	44	391	334	378	498	927	38	39	20	23	211	169	186	241	909	34	35	25	21	180	165	192	257
"Keitele"	"2031"	1812	71	70	47	40	388	318	364	514	914	37	38	22	19	210	158	183	247	898	34	32	25	21	178	160	181	267
"Kiuruvesi"	"2021"	7711	472	486	243	252	2051	1753	1311	1143	3909	253	232	113	141	1092	902	686	490	3802	219	254	130	111	959	851	625	653
"Kiuruvesi"	"2022"	7578	453	469	245	255	2001	1664	1325	1166	3843	244	226	113	142	1069	855	681	513	3735	209	243	132	113	932	809	644	653
"Kiuruvesi"	"2023"	7450	438	459	241	250	1979	1573	1320	1190	3778	234	235	105	131	1069	814	659	531	3672	204	224	136	119	910	759	661	659
"Kiuruvesi"	"2024"	7331	416	451	253	230	1942	1508	1325	1206	3717	219	239	118	109	1047	781	669	535	3614	197	212	135	121	895	727	656	671
"Kiuruvesi"	"2025"	7215	399	434	246	234	1904	1444	1320	1234	3658	209	242	107	111	1022	745	676	546	3557	190	192	139	123	882	699	644	688
"Kiuruvesi"	"2026"	7102	395	412	242	231	1862	1410	1282	1268	3602	211	226	117	104	997	732	643	572	3500	184	186	125	127	865	678	639	696
"Kiuruvesi"	"2027"	6994	374	408	234	239	1805	1367	1271	1296	3550	197	223	121	114	964	703	644	584	3444	177	185	113	125	841	664	627	712
"Kiuruvesi"	"2028"	6891	362	392	224	235	1776	1319	1262	1321	3503	191	216	124	106	953	682	639	592	3388	171	176	100	129	823	637	623	729
"Kiuruvesi"	"2029"	6790	351	382	219	229	1746	1274	1235	1354	3456	185	209	123	113	931	667	622	606	3334	166	173	96	116	815	607	613	748
"Kiuruvesi"	"2030"	6695	341	365	218	223	1726	1223	1212	1387	3412	180	197	122	117	922	630	613	631	3283	161	168	96	106	804	593	599	756
"Kiuruvesi"	"2031"	6601	332	353	210	216	1700	1199	1182	1409	3369	175	190	120	120	901	619	605	639	3232	157	163	90	96	799	580	577	770
"Kuopio"	"2021"	120990	7571	7440	3548	3904	49471	22277	15115	11664	58932	3834	3825	1843	1977	24976	10927	7047	4503	62058	3737	3615	1705	1927	24495	11350	8068	7161
"Kuopio"	"2022"	121632	7464	7483	3554	3922	49988	21887	15035	12299	59280	3767	3850	1832	2001	25269	10732	7014	4815	62352	3697	3633	1722	1921	24719	11155	8021	7484
"Kuopio"	"2023"	122226	7454	7389	3677	3892	50493	21520	14865	12936	59597	3774	3786	1908	1958	25547	10573	6964	5087	62629	3680	3603	1769	1934	24946	10947	7901	7849
"Kuopio"	"2024"	122773	7499	7223	3763	3865	50865	21199	14793	13566	59888	3811	3676	1955	1971	25729	10425	6930	5391	62885	3688	3547	1808	1894	25136	10774	7863	8175
"Kuopio"	"2025"	123285	7560	7008	3836	3875	51159	20958	14777	14112	60160	3845	3589	1957	1965	25889	10315	6902	5698	63125	3715	3419	1879	1910	25270	10643	7875	8414
"Kuopio"	"2026"	123769	7648	6758	3875	3989	51310	20795	14793	14601	60410	3915	3417	1993	2035	25940	10298	6883	5929	63359	3733	3341	1882	1954	25370	10497	7910	8672
"Kuopio"	"2027"	124225	7693	6598	3845	4076	51489	20530	14802	15192	60643	3936	3347	1957	2080	26052	10175	6911	6185	63582	3757	3251	1888	1996	25437	10355	7891	9007
"Kuopio"	"2028"	124651	7683	6473	3801	4138	51747	20356	14770	15683	60860	3931	3272	1971	2079	26173	10090	6939	6405	63791	3752	3201	1830	2059	25574	10266	7831	9278
"Kuopio"	"2029"	125039	7666	6441	3664	4164	52013	20185	14713	16193	61056	3922	3268	1871	2108	26299	10011	6965	6612	63983	3744	3173	1793	2056	25714	10174	7748	9581
"Kuopio"	"2030"	125383	7641	6468	3521	4123	52232	20107	14627	16664	61230	3909	3295	1794	2068	26399	10007	6897	6861	64153	3732	3173	1727	2055	25833	10100	7730	9803
"Kuopio"	"2031"	125679	7614	6516	3341	4071	52420	20089	14467	17161	61382	3895	3321	1690	2079	26470	10006	6836	7085	64297	3719	3195	1651	1992	25950	10083	7631	10076
"Lapinlahti"	"2021"	9245	503	615	344	326	2715	2051	1562	1129	4671	253	316	166	170	1458	1030	821	457	4574	250	299	178	156	1257	1021	741	672
"Lapinlahti"	"2022"	9140	473	600	348	342	2686	1960	1573	1158	4615	239	313	172	170	1444	984	821	472	4525	234	287	176	172	1242	976	752	686
"Lapinlahti"	"2023"	9040	472	563	349	328	2666	1906	1544	1212	4562	237	300	168	159	1438	955	789	516	4478	235	263	181	169	1228	951	755	696
"Lapinlahti"	"2024"	8938	463	543	334	330	2635	1850	1503	1280	4508	235	280	168	160	1420	934	756	555	4430	228	263	166	170	1215	916	747	725
"Lapinlahti"	"2025"	8840	459	497	336	335	2617	1794	1455	1347	4459	233	254	177	165	1400	915	732	583	4381	226	243	159	170	1217	879	723	764
"Lapinlahti"	"2026"	8744	453	495	303	336	2582	1755	1453	1367	4412	233	248	166	162	1382	905	723	593	4332	220	247	137	174	1200	850	730	774
"Lapinlahti"	"2027"	8652	451	480	290	321	2564	1704	1426	1416	4366	231	243	151	161	1377	876	703	624	4286	220	237	139	160	1187	828	723	792
"Lapinlahti"	"2028"	8560	443	453	274	325	2553	1648	1407	1457	4320	227	230	140	169	1362	848	690	654	4240	216	223	134	156	1191	800	717	803
"Lapinlahti"	"2029"	8471	435	454	270	298	2520	1614	1390	1490	4275	223	230	137	159	1342	832	682	670	4196	212	224	133	139	1178	782	708	820
"Lapinlahti"	"2030"	8388	429	448	264	281	2497	1594	1344	1531	4231	220	229	133	144	1331	826	664	684	4157	209	219	131	137	1166	768	680	847
"Lapinlahti"	"2031"	8307	424	444	236	273	2473	1573	1333	1551	4187	217	227	120	137	1325	811	652	698	4120	207	217	116	136	1148	762	681	853
"Leppävirta"	"2021"	9289	484	556	282	261	2465	2236	1600	1405	4694	248	286	142	160	1308	1135	827	588	4595	236	270	140	101	1157	1101	773	817
"Leppävirta"	"2022"	9185	463	546	288	266	2426	2146	1592	1458	4637	240	280	144	162	1282	1084	821	624	4548	223	266	144	104	1144	1062	771	834
"Leppävirta"	"2023"	9085	465	495	311	257	2397	2082	1593	1485	4580	246	246	162	144	1277	1052	812	641	4505	219	249	149	113	1120	1030	781	844
"Leppävirta"	"2024"	8988	457	480	305	253	2367	2010	1607	1509	4525	238	247	157	134	1262	1013	816	658	4463	219	233	148	119	1105	997	791	851
"Leppävirta"	"2025"	8891	449	461	300	255	2352	1921	1599	1554	4472	227	240	160	135	1242	968	824	676	4419	222	221	140	120	1110	953	775	878
"Leppävirta"	"2026"	8795	443	446	271	277	2302	1879	1587	1590	4422	230	230	139	152	1216	940	815	700	4373	213	216	132	125	1086	939	772	890
"Leppävirta"	"2027"	8703	443	438	255	270	2260	1819	1586	1632	4374	233	226	132	146	1189	915	811	722	4329	210	212	123	124	1071	904	775	910
"Leppävirta"	"2028"	8611	437	420	250	265	2235	1768	1575	1661	4327	230	219	123	149	1174	895	795	742	4284	207	201	127	116	1061	873	780	919
"Leppävirta"	"2029"	8522	431	423	231	243	2212	1722	1571	1689	4281	227	225	112	132	1161	875	789	760	4241	204	198	119	111	1051	847	782	929
"Leppävirta"	"2030"	8440	427	414	233	229	2187	1696	1526	1728	4238	225	217	120	123	1145	864	766	778	4202	202	197	113	106	1042	832	760	950
"Leppävirta"	"2031"	8357	424	408	218	224	2175	1645	1505	1758	4194	223	208	120	117	1140	830	754	802	4163	201	200	98	107	1035	815	751	956
"Pielavesi"	"2021"	4242	206	239	160	129	916	955	894	743	2196	95	129	85	73	511	480	488	335	2046	111	110	75	56	405	475	406	408
"Pielavesi"	"2022"	4163	192	225	154	129	906	910	886	761	2154	87	119	87	71	505	460	475	350	2009	105	106	67	58	401	450	411	411
"Pielavesi"	"2023"	4085	187	209	139	140	898	864	863	785	2113	88	107	77	80	500	439	455	367	1972	99	102	62	60	398	425	408	418
"Pielavesi"	"2024"	4013	176	194	139	135	887	837	820	825	2075	85	101	72	75	494	427	443	378	1938	91	93	67	60	393	410	377	447
"Pielavesi"	"2025"	3943	165	190	127	130	877	802	801	851	2039	79	98	64	76	484	414	425	399	1904	86	92	63	54	393	388	376	452
"Pielavesi"	"2026"	3873	160	185	114	120	875	766	795	858	2003	79	91	59	69	485	395	421	404	1870	81	94	55	51	390	371	374	454
"Pielavesi"	"2027"	3809	157	173	105	119	861	743	775	876	1968	78	83	59	64	477	383	404	420	1841	79	90	46	55	384	360	371	456
"Pielavesi"	"2028"	3747	153	163	104	107	853	724	753	890	1935	76	77	58	57	471	373	393	430	1812	77	86	46	50	382	351	360	460
"Pielavesi"	"2029"	3689	149	160	99	97	835	717	728	904	1903	74	78	51	53	456	376	370	445	1786	75	82	48	44	379	341	358	459
"Pielavesi"	"2030"	3633	146	153	95	91	818	697	705	928	1874	73	76	46	53	444	359	362	461	1759	73	77	49	38	374	338	343	467
"Pielavesi"	"2031"	3582	144	143	93	91	801	682	686	942	1847	72	71	44	52	438	346	351	473	1735	72	72	49	39	363	336	335	469
"Rautalampi"	"2021"	3007	119	164	106	112	719	683	605	499	1508	59	83	46	46	390	346	325	213	1499	60	81	60	66	329	337	280	286
"Rautalampi"	"2022"	2960	115	152	100	119	701	659	597	517	1483	53	80	49	48	373	335	322	223	1477	62	72	51	71	328	324	275	294
"Rautalampi"	"2023"	2913	111	144	100	115	693	650	568	532	1459	51	71	53	50	365	334	300	235	1454	60	73	47	65	328	316	268	297
"Rautalampi"	"2024"	2867	107	147	87	106	692	624	551	553	1436	54	65	49	44	369	317	292	246	1431	53	82	38	62	323	307	259	307
"Rautalampi"	"2025"	2820	105	135	84	104	676	614	535	567	1413	51	62	45	47	357	315	276	260	1407	54	73	39	57	319	299	259	307
"Rautalampi"	"2026"	2780	104	129	80	102	666	603	515	581	1392	50	60	38	50	353	307	267	267	1388	54	69	42	52	313	296	248	314
"Rautalampi"	"2027"	2742	105	117	87	93	654	586	503	597	1371	49	58	37	46	351	292	263	275	1371	56	59	50	47	303	294	240	322
"Rautalampi"	"2028"	2704	103	114	78	92	649	578	478	612	1351	48	53	37	43	346	289	251	284	1353	55	61	41	49	303	289	227	328
"Rautalampi"	"2029"	2671	101	110	77	87	638	557	488	613	1332	47	51	37	37	339	281	250	290	1339	54	59	40	50	299	276	238	323
"Rautalampi"	"2030"	2639	99	107	71	91	632	534	492	613	1314	46	54	32	36	336	270	250	290	1325	53	53	39	55	296	264	242	323
"Rautalampi"	"2031"	2607	98	105	67	86	617	531	487	616	1296	45	52	28	38	327	270	244	292	1311	53	53	39	48	290	261	243	324
"Rautavaara"	"2021"	1527	53	64	48	36	312	409	322	283	812	24	33	27	17	181	222	176	132	715	29	31	21	19	131	187	146	151
"Rautavaara"	"2022"	1496	50	62	46	42	291	406	317	282	792	22	30	28	19	169	222	170	132	704	28	32	18	23	122	184	147	150
"Rautavaara"	"2023"	1465	51	56	44	38	294	377	321	284	774	22	24	28	18	172	201	173	136	691	29	32	16	20	122	176	148	148
"Rautavaara"	"2024"	1435	48	55	38	41	290	356	308	299	756	20	25	20	25	165	191	161	149	679	28	30	18	16	125	165	147	150
"Rautavaara"	"2025"	1408	48	54	33	40	285	344	310	294	741	20	24	16	25	163	183	164	146	667	28	30	17	15	122	161	146	148
"Rautavaara"	"2026"	1381	49	49	33	38	283	328	298	303	725	22	20	14	24	162	170	164	149	656	27	29	19	14	121	158	134	154
"Rautavaara"	"2027"	1355	47	50	30	33	280	312	295	308	709	21	20	13	18	160	161	165	151	646	26	30	17	15	120	151	130	157
"Rautavaara"	"2028"	1331	47	46	33	29	280	289	294	313	694	21	17	15	15	161	148	163	154	637	26	29	18	14	119	141	131	159
"Rautavaara"	"2029"	1309	46	48	27	29	278	274	299	308	681	21	18	12	13	158	144	165	150	628	25	30	15	16	120	130	134	158
"Rautavaara"	"2030"	1287	46	45	28	27	275	253	306	307	668	21	16	12	13	155	134	169	148	619	25	29	16	14	120	119	137	159
"Rautavaara"	"2031"	1266	45	46	25	27	269	248	300	306	656	20	17	10	13	151	133	165	147	610	25	29	15	14	118	115	135	159
"Siilinjärvi"	"2021"	21150	1586	1844	902	772	7098	4270	2647	2031	10452	798	915	483	399	3608	2132	1265	852	10698	788	929	419	373	3490	2138	1382	1179
"Siilinjärvi"	"2022"	21045	1506	1814	925	784	7040	4189	2641	2146	10388	744	912	482	418	3569	2100	1258	905	10657	762	902	443	366	3471	2089	1383	1241
"Siilinjärvi"	"2023"	20944	1456	1785	897	815	6986	4103	2619	2283	10327	719	901	456	445	3541	2039	1252	974	10617	737	884	441	370	3445	2064	1367	1309
"Siilinjärvi"	"2024"	20844	1425	1708	915	819	6914	4044	2608	2411	10267	715	849	467	440	3504	2014	1246	1032	10577	710	859	448	379	3410	2030	1362	1379
"Siilinjärvi"	"2025"	20741	1384	1652	898	837	6873	3962	2611	2524	10203	694	835	443	439	3490	1974	1247	1081	10538	690	817	455	398	3383	1988	1364	1443
"Siilinjärvi"	"2026"	20627	1390	1539	916	815	6845	3895	2589	2638	10136	703	779	448	418	3470	1945	1237	1136	10491	687	760	468	397	3375	1950	1352	1502
"Siilinjärvi"	"2027"	20508	1390	1447	896	830	6788	3828	2581	2748	10068	704	730	438	427	3437	1904	1240	1188	10440	686	717	458	403	3351	1924	1341	1560
"Siilinjärvi"	"2028"	20387	1367	1378	886	817	6753	3736	2627	2823	10000	692	684	457	407	3410	1872	1259	1219	10387	675	694	429	410	3343	1864	1368	1604
"Siilinjärvi"	"2029"	20262	1347	1337	837	829	6683	3704	2597	2928	9933	682	663	439	410	3373	1848	1246	1272	10329	665	674	398	419	3310	1856	1351	1656
"Siilinjärvi"	"2030"	20136	1328	1312	786	811	6636	3647	2612	3004	9866	672	661	402	402	3349	1829	1250	1301	10270	656	651	384	409	3287	1818	1362	1703
"Siilinjärvi"	"2031"	20006	1311	1282	741	799	6563	3623	2591	3096	9799	663	645	370	417	3308	1808	1252	1336	10207	648	637	371	382	3255	1815	1339	1760
"Sonkajärvi"	"2021"	3760	168	204	121	97	897	926	770	577	1970	87	98	62	53	493	501	423	253	1790	81	106	59	44	404	425	347	324
"Sonkajärvi"	"2022"	3687	170	199	106	105	871	871	755	610	1928	88	98	52	55	481	470	411	273	1759	82	101	54	50	390	401	344	337
"Sonkajärvi"	"2023"	3619	163	192	109	98	856	833	729	639	1891	85	92	57	51	474	450	392	290	1728	78	100	52	47	382	383	337	349
"Sonkajärvi"	"2024"	3556	156	185	106	103	843	777	728	658	1856	82	85	53	57	467	415	396	301	1700	74	100	53	46	376	362	332	357
"Sonkajärvi"	"2025"	3497	156	180	105	91	823	742	730	670	1824	80	87	53	48	451	396	402	307	1673	76	93	52	43	372	346	328	363
"Sonkajärvi"	"2026"	3442	157	163	105	95	794	726	709	693	1794	80	79	51	52	433	391	387	321	1648	77	84	54	43	361	335	322	372
"Sonkajärvi"	"2027"	3391	156	159	96	93	784	699	691	713	1767	78	77	46	50	428	380	371	337	1624	78	82	50	43	356	319	320	376
"Sonkajärvi"	"2028"	3341	152	160	93	90	772	665	681	728	1739	76	78	46	48	420	355	368	348	1602	76	82	47	42	352	310	313	380
"Sonkajärvi"	"2029"	3293	148	155	86	91	768	631	663	751	1714	74	76	42	47	418	340	349	368	1579	74	79	44	44	350	291	314	383
"Sonkajärvi"	"2030"	3248	146	150	87	85	757	608	638	777	1690	73	74	41	44	410	330	336	382	1558	73	76	46	41	347	278	302	395
"Sonkajärvi"	"2031"	3206	144	150	86	79	741	594	613	799	1668	72	73	42	42	401	319	327	392	1538	72	77	44	37	340	275	286	407
"Suonenjoki"	"2021"	6827	347	398	201	193	1942	1484	1202	1060	3405	173	210	94	101	1017	760	591	459	3422	174	188	107	92	925	724	611	601
"Suonenjoki"	"2022"	6731	328	388	210	184	1904	1440	1181	1096	3355	165	207	99	93	999	741	575	476	3376	163	181	111	91	905	699	606	620
"Suonenjoki"	"2023"	6643	304	385	212	174	1881	1405	1159	1123	3308	160	194	106	84	987	725	572	480	3335	144	191	106	90	894	680	587	643
"Suonenjoki"	"2024"	6564	294	366	206	188	1837	1362	1155	1156	3265	152	176	113	90	961	703	571	499	3299	142	190	93	98	876	659	584	657
"Suonenjoki"	"2025"	6488	285	355	195	194	1789	1327	1135	1208	3224	146	175	108	93	926	687	560	529	3264	139	180	87	101	863	640	575	679
"Suonenjoki"	"2026"	6416	286	324	196	195	1762	1286	1136	1231	3187	146	156	108	99	908	667	568	535	3229	140	168	88	96	854	619	568	696
"Suonenjoki"	"2027"	6349	283	303	190	192	1736	1276	1110	1259	3152	142	151	92	106	894	661	554	552	3197	141	152	98	86	842	615	556	707
"Suonenjoki"	"2028"	6281	277	286	192	182	1705	1245	1100	1294	3117	139	144	94	100	876	650	547	567	3164	138	142	98	82	829	595	553	727
"Suonenjoki"	"2029"	6217	270	268	186	185	1690	1214	1086	1318	3083	135	141	82	101	870	630	542	582	3134	135	127	104	84	820	584	544	736
"Suonenjoki"	"2030"	6158	265	261	175	177	1668	1208	1047	1357	3051	133	135	81	87	860	629	520	606	3107	132	126	94	90	808	579	527	751
"Suonenjoki"	"2031"	6098	261	254	163	177	1646	1191	1039	1367	3018	131	130	78	88	843	615	528	605	3080	130	124	85	89	803	576	511	762
"Tervo"	"2021"	1480	65	60	24	29	334	364	344	260	757	33	31	13	14	182	184	193	107	723	32	29	11	15	152	180	151	153
"Tervo"	"2022"	1462	58	71	20	26	327	349	348	263	749	30	35	12	12	180	176	192	112	713	28	36	8	14	147	173	156	151
"Tervo"	"2023"	1447	55	74	23	26	318	328	348	275	742	28	39	13	13	172	168	190	119	705	27	35	10	13	146	160	158	156
"Tervo"	"2024"	1434	54	68	31	24	315	306	359	277	737	28	37	15	14	171	155	200	117	697	26	31	16	10	144	151	159	160
"Tervo"	"2025"	1422	52	60	43	21	306	298	352	290	732	27	30	23	13	168	150	192	129	690	25	30	20	8	138	148	160	161
"Tervo"	"2026"	1412	52	59	43	24	304	283	342	305	727	27	31	24	13	167	144	180	141	685	25	28	19	11	137	139	162	164
"Tervo"	"2027"	1402	49	61	37	30	305	261	340	319	723	26	32	21	15	168	133	173	155	679	23	29	16	15	137	128	167	164
"Tervo"	"2028"	1391	47	57	34	38	303	263	316	333	718	25	30	17	22	166	135	158	165	673	22	27	17	16	137	128	158	168
"Tervo"	"2029"	1380	45	54	37	38	300	250	311	345	713	24	28	20	22	163	132	152	172	667	21	26	17	16	137	118	159	173
"Tervo"	"2030"	1368	44	54	37	32	299	252	304	346	708	23	29	20	19	162	133	153	169	660	21	25	17	13	137	119	151	177
"Tervo"	"2031"	1355	43	52	32	32	298	249	289	360	701	23	27	18	17	165	131	148	172	654	20	25	14	15	133	118	141	188
"Tuusniemi"	"2021"	2377	76	117	60	55	492	674	524	379	1207	40	55	34	26	264	361	277	150	1170	36	62	26	29	228	313	247	229
"Tuusniemi"	"2022"	2329	73	107	62	53	481	631	531	391	1184	39	51	34	25	257	332	290	156	1145	34	56	28	28	224	299	241	235
"Tuusniemi"	"2023"	2283	71	96	61	50	473	594	540	398	1162	37	49	31	25	255	309	294	162	1121	34	47	30	25	218	285	246	236
"Tuusniemi"	"2024"	2244	67	90	60	45	477	552	542	411	1144	34	48	27	26	255	290	293	171	1100	33	42	33	19	222	262	249	240
"Tuusniemi"	"2025"	2207	67	75	62	47	468	525	534	429	1126	34	40	30	26	252	277	286	181	1081	33	35	32	21	216	248	248	248
"Tuusniemi"	"2026"	2174	65	72	55	46	461	517	518	440	1109	33	39	28	23	249	270	277	190	1065	32	33	27	23	212	247	241	250
"Tuusniemi"	"2027"	2142	62	64	56	45	458	487	515	455	1094	32	35	29	21	248	258	268	203	1048	30	29	27	24	210	229	247	252
"Tuusniemi"	"2028"	2113	61	61	46	48	455	465	511	466	1080	31	34	23	25	245	245	268	209	1033	30	27	23	23	210	220	243	257
"Tuusniemi"	"2029"	2084	59	61	45	40	447	451	508	473	1066	30	33	24	21	241	236	267	214	1018	29	28	21	19	206	215	241	259
"Tuusniemi"	"2030"	2058	58	58	38	42	447	439	490	486	1054	30	31	21	22	241	231	260	218	1004	28	27	17	20	206	208	230	268
"Tuusniemi"	"2031"	2033	57	59	34	37	441	433	474	498	1042	29	32	19	19	238	229	252	224	991	28	27	15	18	203	204	222	274
"Varkaus"	"2021"	20012	909	1065	576	616	5805	4535	3600	2906	9907	462	536	300	299	3136	2269	1765	1140	10105	447	529	276	317	2669	2266	1835	1766
"Varkaus"	"2022"	19748	860	1031	576	623	5678	4353	3636	2991	9777	443	502	305	316	3048	2193	1785	1185	9971	417	529	271	307	2630	2160	1851	1806
"Varkaus"	"2023"	19497	842	959	585	611	5560	4243	3541	3156	9656	436	458	311	311	2990	2152	1717	1281	9841	406	501	274	300	2570	2091	1824	1875
"Varkaus"	"2024"	19254	809	942	557	598	5473	4102	3499	3274	9538	417	455	293	309	2941	2091	1691	1341	9716	392	487	264	289	2532	2011	1808	1933
