"139f -- Väestöennuste 2021: Väestö iän ja sukupuolen mukaan alueittain, 2021-2040"

"Alue"	"Vuosi"	"Yhteensä Yhteensä Väestö 31.12. (ennuste 2021)"	"Yhteensä 0 - 6 Väestö 31.12. (ennuste 2021)"	"Yhteensä 7 - 12 Väestö 31.12. (ennuste 2021)"	"Yhteensä 13 - 15 Väestö 31.12. (ennuste 2021)"	"Yhteensä 16 - 18 Väestö 31.12. (ennuste 2021)"	"Yhteensä 19 - 49 Väestö 31.12. (ennuste 2021)"	"Yhteensä 50 - 64 Väestö 31.12. (ennuste 2021)"	"Yhteensä 65 - 74 Väestö 31.12. (ennuste 2021)"	"Yhteensä 75 - Väestö 31.12. (ennuste 2021)"	"Miehet Yhteensä Väestö 31.12. (ennuste 2021)"	"Miehet 0 - 6 Väestö 31.12. (ennuste 2021)"	"Miehet 7 - 12 Väestö 31.12. (ennuste 2021)"	"Miehet 13 - 15 Väestö 31.12. (ennuste 2021)"	"Miehet 16 - 18 Väestö 31.12. (ennuste 2021)"	"Miehet 19 - 49 Väestö 31.12. (ennuste 2021)"	"Miehet 50 - 64 Väestö 31.12. (ennuste 2021)"	"Miehet 65 - 74 Väestö 31.12. (ennuste 2021)"	"Miehet 75 - Väestö 31.12. (ennuste 2021)"	"Naiset Yhteensä Väestö 31.12. (ennuste 2021)"	"Naiset 0 - 6 Väestö 31.12. (ennuste 2021)"	"Naiset 7 - 12 Väestö 31.12. (ennuste 2021)"	"Naiset 13 - 15 Väestö 31.12. (ennuste 2021)"	"Naiset 16 - 18 Väestö 31.12. (ennuste 2021)"	"Naiset 19 - 49 Väestö 31.12. (ennuste 2021)"	"Naiset 50 - 64 Väestö 31.12. (ennuste 2021)"	"Naiset 65 - 74 Väestö 31.12. (ennuste 2021)"	"Naiset 75 - Väestö 31.12. (ennuste 2021)"
"Taipalsaari"	"2028"	4375	230	217	152	143	1195	982	750	706	2213	112	105	74	77	612	488	402	343	2162	118	112	78	66	583	494	348	363
"Taipalsaari"	"2029"	4344	226	218	144	134	1185	964	741	732	2196	110	105	70	73	607	481	396	354	2148	116	113	74	61	578	483	345	378
"Taipalsaari"	"2030"	4316	224	217	128	136	1178	935	738	760	2182	109	106	63	72	604	468	384	376	2134	115	111	65	64	574	467	354	384
"Taipalsaari"	"2031"	4287	222	216	115	137	1167	915	734	781	2166	108	104	57	70	602	457	382	386	2121	114	112	58	67	565	458	352	395
"MK10 Etelä-Savo"	"2021"	131025	6268	7127	3840	3969	38222	28853	23190	19556	64709	3170	3652	1957	2078	20064	14473	11423	7892	66316	3098	3475	1883	1891	18158	14380	11767	11664
"MK10 Etelä-Savo"	"2022"	129368	6013	6961	3739	3953	37553	27895	22841	20413	63886	3053	3553	1932	2049	19721	13998	11267	8313	65482	2960	3408	1807	1904	17832	13897	11574	12100
"MK10 Etelä-Savo"	"2023"	127790	5762	6795	3688	3863	37075	27000	22451	21156	63105	2947	3441	1892	2018	19495	13516	11068	8728	64685	2815	3354	1796	1845	17580	13484	11383	12428
"MK10 Etelä-Savo"	"2024"	126273	5579	6488	3701	3821	36488	26264	22085	21847	62350	2861	3279	1891	1982	19215	13149	10902	9071	63923	2718	3209	1810	1839	17273	13115	11183	12776
"MK10 Etelä-Savo"	"2025"	124814	5478	6203	3618	3738	35930	25496	21851	22500	61628	2803	3131	1856	1959	18918	12733	10843	9385	63186	2675	3072	1762	1779	17012	12763	11008	13115
"MK10 Etelä-Savo"	"2026"	123403	5402	5860	3585	3690	35326	24894	21558	23088	60934	2766	2949	1840	1918	18631	12432	10680	9718	62469	2636	2911	1745	1772	16695	12462	10878	13370
"MK10 Etelä-Savo"	"2027"	122048	5331	5529	3466	3708	34883	24185	21233	23713	60268	2728	2793	1769	1924	18452	12050	10509	10043	61780	2603	2736	1697	1784	16431	12135	10724	13670
"MK10 Etelä-Savo"	"2028"	120728	5207	5321	3379	3632	34458	23577	20940	24214	59615	2664	2699	1705	1889	18250	11735	10343	10330	61113	2543	2622	1674	1743	16208	11842	10597	13884
"MK10 Etelä-Savo"	"2029"	119446	5092	5114	3258	3589	34086	22941	20687	24679	58981	2606	2612	1617	1870	18067	11390	10241	10578	60465	2486	2502	1641	1719	16019	11551	10446	14101
"MK10 Etelä-Savo"	"2030"	118190	4992	4967	3082	3483	33740	22404	20366	25156	58367	2557	2540	1535	1801	17898	11142	10072	10822	59823	2435	2427	1547	1682	15842	11262	10294	14334
"MK10 Etelä-Savo"	"2031"	116961	4902	4899	2894	3398	33359	21903	19941	25665	57759	2510	2503	1453	1742	17708	10909	9837	11097	59202	2392	2396	1441	1656	15651	10994	10104	14568
"Enonkoski"	"2021"	1356	59	78	30	36	322	303	270	258	697	26	41	14	19	175	159	144	119	659	33	37	16	17	147	144	126	139
"Enonkoski"	"2022"	1342	55	80	29	33	324	292	260	269	688	25	43	13	17	173	150	137	130	654	30	37	16	16	151	142	123	139
"Enonkoski"	"2023"	1327	53	74	40	24	329	282	254	271	680	27	35	20	12	174	147	136	129	647	26	39	20	12	155	135	118	142
"Enonkoski"	"2024"	1314	52	67	43	28	323	273	242	286	672	28	30	22	13	173	140	133	133	642	24	37	21	15	150	133	109	153
"Enonkoski"	"2025"	1300	54	59	46	28	320	269	233	291	663	29	27	24	13	170	141	124	135	637	25	32	22	15	150	128	109	156
"Enonkoski"	"2026"	1287	53	55	42	36	312	263	229	297	656	27	29	18	18	166	143	116	139	631	26	26	24	18	146	120	113	158
"Enonkoski"	"2027"	1274	50	55	37	38	310	253	227	304	649	26	26	18	20	163	139	114	143	625	24	29	19	18	147	114	113	161
"Enonkoski"	"2028"	1259	49	51	36	40	307	242	233	301	641	25	25	18	21	162	130	117	143	618	24	26	18	19	145	112	116	158
"Enonkoski"	"2029"	1246	47	48	35	37	305	237	236	301	635	24	26	17	16	163	126	119	144	611	23	22	18	21	142	111	117	157
"Enonkoski"	"2030"	1230	46	47	33	33	299	232	237	303	627	24	26	13	16	161	120	125	142	603	22	21	20	17	138	112	112	161
"Enonkoski"	"2031"	1214	45	49	27	32	294	232	230	305	618	23	28	10	16	158	119	119	145	596	22	21	17	16	136	113	111	160
"Hirvensalmi"	"2021"	2141	102	106	42	40	480	562	464	345	1106	57	55	19	22	260	291	246	156	1035	45	51	23	18	220	271	218	189
"Hirvensalmi"	"2022"	2126	96	102	47	45	465	546	468	357	1094	53	54	23	20	251	283	253	157	1032	43	48	24	25	214	263	215	200
"Hirvensalmi"	"2023"	2112	90	101	54	44	461	529	459	374	1084	50	55	27	19	245	274	247	167	1028	40	46	27	25	216	255	212	207
"Hirvensalmi"	"2024"	2099	86	98	60	43	460	502	464	386	1076	48	54	29	21	241	257	251	175	1023	38	44	31	22	219	245	213	211
"Hirvensalmi"	"2025"	2086	86	93	56	47	449	492	462	401	1069	46	53	28	24	237	246	254	181	1017	40	40	28	23	212	246	208	220
"Hirvensalmi"	"2026"	2074	84	90	54	52	440	484	453	417	1062	45	50	30	27	228	246	248	188	1012	39	40	24	25	212	238	205	229
"Hirvensalmi"	"2027"	2064	83	87	51	56	432	479	453	423	1057	46	48	28	29	224	242	247	193	1007	37	39	23	27	208	237	206	230
"Hirvensalmi"	"2028"	2052	81	84	50	52	441	455	451	438	1050	45	46	27	28	229	230	240	205	1002	36	38	23	24	212	225	211	233
"Hirvensalmi"	"2029"	2038	79	79	51	52	435	444	444	454	1043	44	44	26	30	226	229	231	213	995	35	35	25	22	209	215	213	241
"Hirvensalmi"	"2030"	2025	78	75	52	48	433	441	432	466	1036	43	42	28	27	225	227	222	222	989	35	33	24	21	208	214	210	244
"Hirvensalmi"	"2031"	2014	76	75	49	48	431	426	432	477	1030	42	41	27	27	223	221	220	229	984	34	34	22	21	208	205	212	248
"Juva"	"2021"	5817	247	291	172	164	1373	1375	1155	1040	2927	111	150	91	88	730	714	610	433	2890	136	141	81	76	643	661	545	607
"Juva"	"2022"	5713	236	280	163	170	1328	1328	1133	1075	2874	109	138	95	84	711	681	603	453	2839	127	142	68	86	617	647	530	622
"Juva"	"2023"	5614	228	276	144	170	1302	1264	1136	1094	2825	108	132	82	93	691	654	596	469	2789	120	144	62	77	611	610	540	625
"Juva"	"2024"	5522	211	267	153	156	1268	1218	1124	1125	2778	100	128	84	84	678	632	585	487	2744	111	139	69	72	590	586	539	638
"Juva"	"2025"	5433	205	256	145	151	1250	1150	1110	1166	2733	101	119	76	88	668	579	594	508	2700	104	137	69	63	582	571	516	658
"Juva"	"2026"	5347	206	238	147	136	1220	1112	1117	1171	2689	104	111	73	77	652	571	583	518	2658	102	127	74	59	568	541	534	653
"Juva"	"2027"	5269	199	219	146	143	1194	1080	1091	1197	2648	103	99	73	78	641	553	566	535	2621	96	120	73	65	553	527	525	662
"Juva"	"2028"	5193	193	209	142	138	1172	1034	1072	1233	2607	100	96	69	73	633	521	556	559	2586	93	113	73	65	539	513	516	674
"Juva"	"2029"	5120	188	203	136	136	1146	1009	1050	1252	2569	97	96	66	69	618	507	541	575	2551	91	107	70	67	528	502	509	677
"Juva"	"2030"	5048	183	188	129	137	1124	981	1033	1273	2531	95	88	63	69	604	498	531	583	2517	88	100	66	68	520	483	502	690
"Juva"	"2031"	4977	179	185	120	133	1109	943	1009	1299	2495	93	90	57	66	595	478	515	601	2482	86	95	63	67	514	465	494	698
"Kangasniemi"	"2021"	5248	221	283	154	136	1265	1220	1045	924	2647	124	153	79	77	670	624	556	364	2601	97	130	75	59	595	596	489	560
"Kangasniemi"	"2022"	5185	205	282	155	132	1252	1187	1020	952	2616	117	154	80	69	669	604	538	385	2569	88	128	75	63	583	583	482	567
"Kangasniemi"	"2023"	5127	201	268	142	145	1227	1160	989	995	2587	117	145	75	75	655	592	516	412	2540	84	123	67	70	572	568	473	583
"Kangasniemi"	"2024"	5067	194	252	147	140	1209	1136	970	1019	2557	108	139	78	75	646	572	510	429	2510	86	113	69	65	563	564	460	590
"Kangasniemi"	"2025"	5011	188	237	149	140	1202	1082	966	1047	2530	100	129	89	75	644	539	511	443	2481	88	108	60	65	558	543	455	604
"Kangasniemi"	"2026"	4957	190	220	145	131	1196	1039	968	1068	2504	100	118	90	71	643	510	514	458	2453	90	102	55	60	553	529	454	610
"Kangasniemi"	"2027"	4904	185	207	140	134	1179	993	986	1080	2478	96	118	79	74	637	481	520	473	2426	89	89	61	60	542	512	466	607
"Kangasniemi"	"2028"	4853	181	194	134	137	1169	975	962	1101	2452	94	112	69	83	637	470	496	491	2401	87	82	65	54	532	505	466	610
"Kangasniemi"	"2029"	4804	177	190	127	132	1159	937	977	1105	2427	92	112	60	83	634	446	501	499	2377	85	78	67	49	525	491	476	606
"Kangasniemi"	"2030"	4756	174	184	117	128	1156	903	973	1121	2402	91	104	64	73	641	423	498	508	2354	83	80	53	55	515	480	475	613
"Kangasniemi"	"2031"	4708	171	180	107	123	1146	882	964	1135	2375	89	98	64	65	639	415	487	518	2333	82	82	43	58	507	467	477	617
"Mikkeli"	"2021"	52194	2952	3143	1638	1685	17752	10477	7923	6624	25559	1487	1571	857	906	9257	5154	3711	2616	26635	1465	1572	781	779	8495	5323	4212	4008
"Mikkeli"	"2022"	51783	2867	3068	1597	1715	17582	10242	7774	6938	25365	1459	1524	827	911	9193	5044	3655	2752	26418	1408	1544	770	804	8389	5198	4119	4186
"Mikkeli"	"2023"	51380	2779	3018	1579	1684	17492	9961	7626	7241	25172	1418	1492	798	908	9162	4900	3581	2913	26208	1361	1526	781	776	8330	5061	4045	4328
"Mikkeli"	"2024"	50982	2714	2911	1611	1657	17301	9807	7467	7514	24979	1384	1451	804	875	9087	4843	3512	3023	26003	1330	1460	807	782	8214	4964	3955	4491
"Mikkeli"	"2025"	50588	2687	2813	1557	1622	17148	9598	7372	7791	24791	1371	1407	776	847	9020	4745	3472	3153	25797	1316	1406	781	775	8128	4853	3900	4638
"Mikkeli"	"2026"	50193	2664	2675	1563	1603	16912	9486	7270	8020	24601	1363	1329	781	820	8919	4682	3435	3272	25592	1301	1346	782	783	7993	4804	3835	4748
"Mikkeli"	"2027"	49811	2619	2566	1529	1633	16747	9296	7146	8275	24418	1345	1283	761	827	8870	4560	3384	3388	25393	1274	1283	768	806	7877	4736	3762	4887
"Mikkeli"	"2028"	49431	2569	2495	1510	1583	16613	9137	7069	8455	24238	1319	1260	745	800	8800	4491	3344	3479	25193	1250	1235	765	783	7813	4646	3725	4976
"Mikkeli"	"2029"	49061	2523	2422	1455	1586	16475	8983	7018	8599	24064	1296	1227	708	804	8730	4402	3352	3545	24997	1227	1195	747	782	7745	4581	3666	5054
"Mikkeli"	"2030"	48693	2480	2372	1384	1554	16353	8864	6899	8787	23894	1274	1201	686	785	8660	4364	3289	3635	24799	1206	1171	698	769	7693	4500	3610	5152
"Mikkeli"	"2031"	48325	2441	2355	1310	1532	16202	8724	6789	8972	23724	1254	1193	661	767	8585	4309	3240	3715	24601	1187	1162	649	765	7617	4415	3549	5257
"Mäntyharju"	"2021"	5598	227	288	150	157	1291	1323	1194	968	2789	110	149	74	74	681	698	598	405	2809	117	139	76	83	610	625	596	563
"Mäntyharju"	"2022"	5519	212	287	153	138	1263	1270	1180	1016	2747	102	152	73	69	658	671	595	427	2772	110	135	80	69	605	599	585	589
"Mäntyharju"	"2023"	5449	210	267	155	141	1231	1238	1160	1047	2711	106	142	74	71	635	650	593	440	2738	104	125	81	70	596	588	567	607
"Mäntyharju"	"2024"	5380	202	261	138	138	1215	1201	1133	1092	2676	103	141	64	68	628	617	591	464	2704	99	120	74	70	587	584	542	628
"Mäntyharju"	"2025"	5317	198	254	132	140	1184	1155	1123	1131	2643	104	131	67	67	609	592	595	478	2674	94	123	65	73	575	563	528	653
"Mäntyharju"	"2026"	5256	196	229	136	141	1164	1130	1104	1156	2612	104	119	71	68	596	575	586	493	2644	92	110	65	73	568	555	518	663
"Mäntyharju"	"2027"	5196	203	206	137	128	1149	1100	1076	1197	2583	108	105	76	60	590	556	579	509	2613	95	101	61	68	559	544	497	688
"Mäntyharju"	"2028"	5140	199	194	141	123	1126	1063	1072	1222	2556	106	98	76	63	578	534	574	527	2584	93	96	65	60	548	529	498	695
"Mäntyharju"	"2029"	5086	195	192	121	127	1117	1023	1075	1236	2529	104	101	63	67	569	520	574	531	2557	91	91	58	60	548	503	501	705
"Mäntyharju"	"2030"	5034	193	185	115	128	1095	997	1060	1261	2504	103	98	58	70	558	516	556	545	2530	90	87	57	58	537	481	504	716
"Mäntyharju"	"2031"	4987	190	182	105	129	1082	970	1039	1290	2480	101	99	50	69	550	504	537	570	2507	89	83	55	60	532	466	502	720
"Pertunmaa"	"2021"	1622	58	65	53	44	357	394	341	310	830	32	35	26	27	186	209	173	142	792	26	30	27	17	171	185	168	168
"Pertunmaa"	"2022"	1593	52	69	49	42	337	397	333	314	813	28	38	23	27	173	208	171	145	780	24	31	26	15	164	189	162	169
"Pertunmaa"	"2023"	1567	48	68	44	43	321	394	329	320	799	25	36	24	24	164	210	168	148	768	23	32	20	19	157	184	161	172
"Pertunmaa"	"2024"	1544	49	62	39	43	314	373	327	337	785	27	30	22	23	163	197	169	154	759	22	32	17	20	151	176	158	183
"Pertunmaa"	"2025"	1522	49	57	41	39	308	360	324	344	773	26	29	23	20	160	188	171	156	749	23	28	18	19	148	172	153	188
"Pertunmaa"	"2026"	1503	47	57	39	35	303	352	320	350	763	24	31	19	20	157	181	171	160	740	23	26	20	15	146	171	149	190
"Pertunmaa"	"2027"	1488	46	56	35	34	298	342	319	358	755	24	30	16	20	157	175	167	166	733	22	26	19	14	141	167	152	192
"Pertunmaa"	"2028"	1474	45	52	36	35	287	344	311	364	747	23	28	17	20	149	180	163	167	727	22	24	19	15	138	164	148	197
"Pertunmaa"	"2029"	1459	44	50	37	33	279	333	314	369	738	23	26	19	17	145	174	165	169	721	21	24	18	16	134	159	149	200
"Pertunmaa"	"2030"	1447	44	49	36	30	280	319	312	377	732	23	26	18	15	146	164	165	175	715	21	23	18	15	134	155	147	202
"Pertunmaa"	"2031"	1436	44	49	31	32	277	319	297	387	726	23	26	15	17	144	163	158	180	710	21	23	16	15	133	156	139	207
"Pieksämäki"	"2021"	17075	784	862	486	481	4631	3991	3213	2627	8416	390	473	258	253	2432	1992	1602	1016	8659	394	389	228	228	2199	1999	1611	1611
"Pieksämäki"	"2022"	16791	742	850	467	501	4511	3809	3172	2739	8277	366	468	250	266	2367	1917	1569	1074	8514	376	382	217	235	2144	1892	1603	1665
"Pieksämäki"	"2023"	16521	717	835	445	487	4445	3639	3142	2811	8144	365	444	247	255	2336	1823	1552	1122	8377	352	391	198	232	2109	1816	1590	1689
"Pieksämäki"	"2024"	16262	692	770	461	492	4356	3519	3097	2875	8018	359	397	256	269	2280	1760	1533	1164	8244	333	373	205	223	2076	1759	1564	1711
"Pieksämäki"	"2025"	16011	673	743	445	475	4273	3386	3076	2940	7896	352	376	250	262	2231	1699	1531	1195	8115	321	367	195	213	2042	1687	1545	1745
"Pieksämäki"	"2026"	15772	645	719	451	456	4185	3267	3038	3011	7779	340	361	249	258	2188	1620	1514	1249	7993	305	358	202	198	1997	1647	1524	1762
"Pieksämäki"	"2027"	15540	643	673	406	472	4127	3156	2997	3066	7665	336	342	218	267	2161	1564	1480	1297	7875	307	331	188	205	1966	1592	1517	1769
"Pieksämäki"	"2028"	15317	623	640	408	458	4067	3053	2926	3142	7554	326	323	216	262	2124	1523	1438	1342	7763	297	317	192	196	1943	1530	1488	1800
"Pieksämäki"	"2029"	15101	606	620	389	459	4003	2927	2871	3226	7445	317	322	197	259	2091	1454	1413	1392	7656	289	298	192	200	1912	1473	1458	1834
"Pieksämäki"	"2030"	14892	590	603	369	422	3971	2824	2808	3305	7341	309	319	183	231	2068	1421	1377	1433	7551	281	284	186	191	1903	1403	1431	1872
"Pieksämäki"	"2031"	14688	576	590	342	421	3916	2757	2717	3369	7238	302	314	165	229	2039	1391	1333	1465	7450	274	276	177	192	1877	1366	1384	1904
"Puumala"	"2021"	2116	44	71	39	53	423	535	535	416	1079	23	33	12	30	231	287	278	185	1037	21	38	27	23	192	248	257	231
"Puumala"	"2022"	2091	44	61	43	47	421	509	530	436	1066	24	29	14	25	231	275	270	198	1025	20	32	29	22	190	234	260	238
"Puumala"	"2023"	2071	44	56	44	42	413	489	520	463	1055	23	28	15	20	227	263	271	208	1016	21	28	29	22	186	226	249	255
"Puumala"	"2024"	2050	42	54	42	36	406	465	522	483	1044	22	27	18	12	227	246	272	220	1006	20	27	24	24	179	219	250	263
"Puumala"	"2025"	2033	43	47	38	40	398	450	515	502	1035	23	23	18	14	221	236	267	233	998	20	24	20	26	177	214	248	269
"Puumala"	"2026"	2016	41	47	35	41	393	440	509	510	1027	21	24	17	15	217	229	264	240	989	20	23	18	26	176	211	245	270
"Puumala"	"2027"	2000	40	45	34	38	389	436	489	529	1019	20	23	17	17	214	226	256	246	981	20	22	17	21	175	210	233	283
"Puumala"	"2028"	1983	39	45	29	35	388	416	486	545	1012	19	25	13	17	214	215	256	253	971	20	20	16	18	174	201	230	292
"Puumala"	"2029"	1968	39	43	28	33	386	402	472	565	1005	19	23	14	16	214	209	252	258	963	20	20	14	17	172	193	220	307
"Puumala"	"2030"	1954	38	43	26	32	382	387	460	586	999	19	23	12	16	212	203	242	272	955	19	20	14	16	170	184	218	314
"Puumala"	"2031"	1940	37	43	25	28	379	377	454	597	992	18	24	12	13	211	196	242	276	948	19	19	13	15	168	181	212	321
"Rantasalmi"	"2021"	3291	147	172	85	85	775	815	672	540	1679	74	88	39	44	428	423	359	224	1612	73	84	46	41	347	392	313	316
"Rantasalmi"	"2022"	3224	147	171	79	77	746	780	663	561	1644	72	88	41	38	409	409	348	239	1580	75	83	38	39	337	371	315	322
"Rantasalmi"	"2023"	3161	139	168	77	76	716	763	645	577	1610	70	83	40	38	396	399	328	256	1551	69	85	37	38	320	364	317	321
"Rantasalmi"	"2024"	3106	131	169	76	76	699	725	638	592	1580	65	87	37	37	386	379	323	266	1526	66	82	39	39	313	346	315	326
"Rantasalmi"	"2025"	3052	129	145	98	71	675	698	633	603	1551	64	75	47	37	374	358	324	272	1501	65	70	51	34	301	340	309	331
"Rantasalmi"	"2026"	3005	127	143	91	70	660	666	634	614	1525	63	73	43	37	367	339	327	276	1480	64	70	48	33	293	327	307	338
"Rantasalmi"	"2027"	2959	125	132	96	70	647	629	632	628	1501	61	66	50	35	357	316	332	284	1458	64	66	46	35	290	313	300	344
"Rantasalmi"	"2028"	2914	123	131	73	89	637	599	617	645	1476	60	64	40	44	352	298	324	294	1438	63	67	33	45	285	301	293	351
"Rantasalmi"	"2029"	2871	119	126	78	80	634	579	590	665	1452	58	63	40	40	351	287	307	306	1419	61	63	38	40	283	292	283	359
"Rantasalmi"	"2030"	2829	117	118	74	82	621	556	585	676	1429	57	58	37	44	343	276	300	314	1400	60	60	37	38	278	280	285	362
"Rantasalmi"	"2031"	2785	115	118	73	66	623	530	570	690	1405	56	58	35	37	343	264	297	315	1380	59	60	38	29	280	266	273	375
"Savonlinna"	"2021"	32135	1354	1676	941	1020	8989	7260	5866	5029	15756	698	866	461	506	4710	3603	2882	2030	16379	656	810	480	514	4279	3657	2984	2999
"Savonlinna"	"2022"	31617	1283	1616	926	987	8774	6971	5800	5260	15502	660	825	475	493	4587	3455	2862	2145	16115	623	791	451	494	4187	3516	2938	3115
"Savonlinna"	"2023"	31123	1186	1568	925	958	8599	6735	5691	5461	15260	604	806	470	480	4515	3316	2819	2250	15863	582	762	455	478	4084	3419	2872	3211
"Savonlinna"	"2024"	30654	1143	1485	891	967	8412	6522	5610	5624	15028	586	751	460	481	4418	3232	2771	2329	15626	557	734	431	486	3994	3290	2839	3295
"Savonlinna"	"2025"	30207	1099	1414	865	954	8210	6347	5555	5763	14807	555	718	441	494	4303	3146	2747	2403	15400	544	696	424	460	3907	3201	2808	3360
"Savonlinna"	"2026"	29775	1081	1314	831	953	8040	6165	5442	5949	14596	541	668	427	489	4226	3074	2683	2488	15179	540	646	404	464	3814	3091	2759	3461
"Savonlinna"	"2027"	29358	1071	1215	807	923	7914	5966	5347	6115	14392	529	618	413	480	4166	2998	2619	2569	14966	542	597	394	443	3748	2968	2728	3546
"Savonlinna"	"2028"	28955	1040	1157	774	900	7764	5826	5269	6225	14193	514	587	393	462	4107	2917	2584	2629	14762	526	570	381	438	3657	2909	2685	3596
"Savonlinna"	"2029"	28565	1012	1078	759	869	7660	5653	5172	6362	14000	500	541	387	449	4061	2822	2532	2708	14565	512	537	372	420	3599	2831	2640	3654
"Savonlinna"	"2030"	28185	988	1044	705	845	7545	5497	5106	6455	13812	488	527	350	436	4018	2722	2520	2751	14373	500	517	355	409	3527	2775	2586	3704
"Savonlinna"	"2031"	27817	968	1011	668	812	7426	5350	4995	6587	13629	478	503	337	416	3965	2643	2453	2834	14188	490	508	331	396	3461	2707	2542	3753
"Sulkava"	"2021"	2432	73	92	50	68	564	598	512	475	1224	38	38	27	32	304	319	264	202	1208	35	54	23	36	260	279	248	273
"Sulkava"	"2022"	2384	74	95	31	66	550	564	508	496	1200	38	40	18	30	299	301	266	208	1184	36	55	13	36	251	263	242	288
"Sulkava"	"2023"	2338	67	96	39	49	539	546	500	502	1178	34	43	20	23	295	288	261	214	1160	33	53	19	26	244	258	239	288
"Sulkava"	"2024"	2293	63	92	40	45	525	523	491	514	1157	31	44	17	24	288	274	252	227	1136	32	48	23	21	237	249	239	287
"Sulkava"	"2025"	2254	67	85	46	31	513	509	482	521	1137	32	44	17	18	281	264	253	228	1117	35	41	29	13	232	245	229	293
"Sulkava"	"2026"	2218	68	73	51	36	501	490	474	525	1120	34	36	22	18	272	262	239	237	1098	34	37	29	18	229	228	235	288
"Sulkava"	"2027"	2185	67	68	48	39	497	455	470	541	1103	34	35	20	17	272	240	245	240	1082	33	33	28	22	225	215	225	301
"Sulkava"	"2028"	2157	65	69	46	42	487	433	472	543	1089	33	35	22	16	265	226	251	241	1068	32	34	24	26	222	207	221	302
"Sulkava"	"2029"	2127	63	63	42	45	487	414	468	545	1074	32	31	20	20	265	214	254	238	1053	31	32	22	25	222	200	214	307
"Sulkava"	"2030"	2097	61	59	42	44	481	403	461	546	1060	31	28	23	19	262	208	247	242	1037	30	31	19	25	219	195	214	304
"Sulkava"	"2031"	2070	60	62	37	42	474	393	445	557	1047	31	29	20	20	256	206	236	249	1023	29	33	17	22	218	187	209	308
"MK11 Pohjois-Savo"	"2021"	247445	14463	15526	7708	7915	85764	50475	36718	28876	122414	7311	7926	3993	4060	44163	25254	18033	11674	125031	7152	7600	3715	3855	41601	25221	18685	17202
"MK11 Pohjois-Savo"	"2022"	246557	14031	15352	7766	7984	85643	49067	36574	30140	121967	7091	7825	4002	4139	44080	24568	17920	12342	124590	6940	7527	3764	3845	41563	24499	18654	17798
"MK11 Pohjois-Savo"	"2023"	245687	13805	14947	7894	7913	85714	47784	36127	31503	121528	7005	7590	4075	4070	44173	23932	17635	13048	124159	6800	7357	3819	3843	41541	23852	18492	18455
"MK11 Pohjois-Savo"	"2024"	244837	13659	14478	7994	7813	85675	46535	35826	32857	121094	6959	7304	4137	4037	44124	23344	17459	13730	123743	6700	7174	3857	3776	41551	23191	18367	19127
"MK11 Pohjois-Savo"	"2025"	243993	13568	13956	7949	7868	85494	45503	35610	34045	120666	6890	7126	4036	4048	44006	22850	17330	14380	123327	6678	6830	3913	3820	41488	22653	18280	19665
"MK11 Pohjois-Savo"	"2026"	243160	13626	13288	7875	7998	85156	44758	35335	35124	120234	6976	6713	4015	4122	43798	22517	17163	14930	122926	6650	6575	3860	3876	41358	22241	18172	20194
"MK11 Pohjois-Savo"	"2027"	242345	13619	12789	7715	8093	84891	43843	35016	36379	119812	6973	6477	3896	4178	43688	22045	16983	15572	122533	6646	6312	3819	3915	41203	21798	18033	20807
"MK11 Pohjois-Savo"	"2028"	241518	13489	12387	7587	8043	84858	42999	34778	37377	119386	6905	6270	3895	4083	43638	21665	16865	16065	122132	6584	6117	3692	3960	41220	21334	17913	21312
"MK11 Pohjois-Savo"	"2029"	240685	13359	12190	7262	7971	84775	42250	34427	38451	118958	6840	6196	3686	4057	43576	21284	16737	16582	121727	6519	5994	3576	3914	41199	20966	17690	21869
"MK11 Pohjois-Savo"	"2030"	239850	13241	12069	6955	7809	84634	41732	33932	39478	118526	6780	6162	3521	3940	43475	21060	16486	17102	121324	6461	5907	3434	3869	41159	20672	17446	22376
"MK11 Pohjois-Savo"	"2031"	238985	13134	12002	6563	7684	84384	41380	33395	40443	118083	6722	6108	3340	3939	43293	20873	16256	17552	120902	6412	5894	3223	3745	41091	20507	17139	22891
"Iisalmi"	"2021"	20957	1220	1416	673	697	6784	4281	3404	2482	10389	620	740	360	358	3504	2126	1677	1004	10568	600	676	313	339	3280	2155	1727	1478
"Iisalmi"	"2022"	20789	1166	1373	716	708	6684	4145	3378	2619	10309	599	704	381	370	3460	2061	1655	1079	10480	567	669	335	338	3224	2084	1723	1540
"Iisalmi"	"2023"	20623	1111	1349	707	712	6650	3989	3364	2741	10231	578	680	382	374	3452	1975	1647	1143	10392	533	669	325	338	3198	2014	1717	1598
"Iisalmi"	"2024"	20458	1076	1291	734	697	6607	3852	3335	2866	10154	562	644	399	376	3424	1915	1614	1220	10304	514	647	335	321	3183	1937	1721	1646
"Iisalmi"	"2025"	20296	1061	1251	688	731	6541	3731	3330	2963	10075	547	639	361	394	3394	1853	1618	1269	10221	514	612	327	337	3147	1878	1712	1694
"Iisalmi"	"2026"	20136	1061	1167	686	726	6469	3663	3272	3092	9995	550	591	357	396	3365	1807	1589	1340	10141	511	576	329	330	3104	1856	1683	1752
"Iisalmi"	"2027"	19977	1060	1085	672	750	6413	3579	3200	3218	9915	554	551	339	411	3341	1771	1543	1405	10062	506	534	333	339	3072	1808	1657	1813
