City,2010_asukkaiden_ostovoimakertyma_hr,2011_asukkaiden_ostovoimakertyma_hr,2012_asukkaiden_ostovoimakertyma_hr,2013_asukkaiden_ostovoimakertyma_hr,2014_asukkaiden_ostovoimakertyma_hr,2015_asukkaiden_ostovoimakertyma_hr,2016_asukkaiden_ostovoimakertyma_hr,2017_asukkaiden_ostovoimakertyma_hr,2018_asukkaiden_ostovoimakertyma_hr,2019_asukkaiden_ostovoimakertyma_hr,2020_asukkaiden_ostovoimakertyma_hr,2021_asukkaiden_ostovoimakertyma_hr
Askola,8.2664871E7,8.8704839E7,9.0127392E7,9.1339697E7,9.5984693E7,9.4640606E7,9.4256788E7,1.03437344E8,9.7919521E7,9.9599773E7,1.0153397E8,1.05210261E8
Espoo,5.3659545E9,5.694295713E9,5.808367029E9,6.123759263E9,6.075260917E9,6.351902988E9,6.494587954E9,6.84228478E9,7.111594365E9,7.363927399E9,7.532236632E9,8.071809812E9
Hanko,1.63058772E8,1.67720308E8,1.68874654E8,1.66860842E8,1.6854844E8,1.65666655E8,1.63414523E8,1.66037183E8,1.72175742E8,1.70940249E8,1.72104369E8,1.89939854E8
Helsinki,1.2122920855E10,1.2645413095E10,1.2922775593E10,1.344007609E10,1.3620557644E10,1.4121000555E10,1.4415819135E10,1.5145148905E10,1.5927489943E10,1.6408123406E10,1.6618210947E10,1.7787240401E10
Hyvinkää,7.97463697E8,8.39487886E8,8.61763069E8,8.79422762E8,8.90046466E8,9.08207952E8,9.20337484E8,9.50430927E8,9.71638924E8,1.00150891E9,1.011460234E9,1.055485871E9
Inkoo,1.05081065E8,1.07939065E8,1.08363861E8,1.15082346E8,1.11361857E8,1.13843189E8,1.13571436E8,1.18062795E8,1.18187126E8,1.23249356E8,1.20623789E8,1.31018588E8
Järvenpää,7.26122726E8,7.48221914E8,7.840017E8,7.98084194E8,8.05922892E8,8.21510001E8,8.44906351E8,8.86253195E8,9.26911256E8,9.59829678E8,9.81486714E8,1.029795572E9
Karkkila,1.48881226E8,1.54676784E8,1.58863609E8,1.58846354E8,1.5874711E8,1.59191938E8,1.59746525E8,1.63385133E8,1.65131306E8,1.6674548E8,1.69486913E8,1.75593392E8
Kauniainen,2.82501589E8,3.11941023E8,3.04645892E8,3.37822603E8,3.24524299E8,3.41149596E8,3.85829795E8,3.65428526E8,3.83898409E8,3.85823745E8,4.08740321E8,4.5347534E8
Kerava,6.2506736E8,6.56095329E8,6.74538641E8,6.91015469E8,6.91952412E8,6.97186751E8,7.11976568E8,7.25156769E8,7.53895325E8,7.84044526E8,7.94494994E8,8.23429078E8
Kirkkonummi,7.2737248E8,7.52313405E8,7.75845465E8,7.86399358E8,8.08542286E8,8.30756489E8,8.42852985E8,8.77450353E8,9.00207229E8,9.34145094E8,9.47003953E8,1.046745408E9
Lapinjärvi,4.6568531E7,5.1260184E7,5.1703146E7,5.2521547E7,4.9115001E7,5.0543504E7,5.0880881E7,5.2281692E7,5.3687827E7,5.3688741E7,5.3773345E7,5.7784669E7
Lohja,8.23161694E8,8.53203804E8,8.73139001E8,8.88219111E8,8.93178418E8,9.04849527E8,9.05902928E8,9.23716846E8,9.45530176E8,9.60451549E8,9.79288177E8,1.001585565E9
Loviisa,2.6304958E8,2.71455878E8,2.77834675E8,2.8129442E8,2.85180316E8,2.88981275E8,2.86160325E8,2.92538028E8,2.96068918E8,3.01927546E8,3.01798916E8,3.14563241E8
Myrskylä,3.0452073E7,3.3245238E7,3.2928367E7,3.3876977E7,3.3431369E7,3.3664098E7,3.4416947E7,3.5397249E7,3.5944969E7,3.5819915E7,3.6172858E7,3.7386172E7
Mäntsälä,3.30507659E8,3.48752203E8,3.635267E8,3.70209927E8,3.78828426E8,3.77904651E8,3.85330992E8,3.96711515E8,4.06759081E8,4.19065645E8,4.29511997E8,4.64309477E8
Nurmijärvi,7.26224313E8,7.70562151E8,7.9218397E8,8.11367651E8,8.3292634E8,8.46049553E8,8.56374038E8,8.93163083E8,9.21510164E8,9.55145023E8,9.68603796E8,1.032669666E9
Pornainen,8.1889718E7,8.5928545E7,8.9838521E7,9.1323637E7,9.259777E7,9.4589937E7,9.374242E7,9.7294323E7,9.9795077E7,1.02841095E8,1.03908402E8,1.09298905E8
Porvoo,8.9988519E8,9.2759646E8,9.50729301E8,9.76927624E8,1.000703945E9,1.022330389E9,1.023880471E9,1.047839321E9,1.085344604E9,1.112978701E9,1.120678272E9,1.193711488E9
Pukkila,3.2989955E7,3.5532909E7,3.5855023E7,3.6486498E7,3.6139114E7,3.5267424E7,3.5845151E7,3.5096784E7,3.6437553E7,3.6909207E7,3.6695115E7,3.8440234E7
Raasepori,4.87815858E8,5.0764789E8,5.09161653E8,5.10037395E8,5.22721791E8,5.22637432E8,5.23513157E8,5.30116319E8,5.37871727E8,5.52736526E8,5.53995888E8,5.76988164E8
Sipoo,3.5516481E8,3.78421663E8,3.88529734E8,4.04572449E8,4.02109994E8,4.18592184E8,4.35819445E8,4.59726198E8,4.81320257E8,5.08989343E8,5.27210802E8,5.6710587E8
Siuntio,1.10844704E8,1.17333892E8,1.2173145E8,1.21269754E8,1.24544777E8,1.28232654E8,1.25773802E8,1.30714933E8,1.33956239E8,1.36253407E8,1.42436324E8,1.52357994E8
Tuusula,7.16284034E8,7.49495977E8,7.71648063E8,7.77079847E8,7.91279726E8,8.08975679E8,8.20559359E8,8.45593538E8,8.74682363E8,8.97463391E8,9.10763867E8,9.7235761E8
Vantaa,3.612356118E9,3.808674586E9,3.945894894E9,4.024035883E9,4.100722995E9,4.221956184E9,4.349142024E9,4.547933941E9,4.735075522E9,4.953945377E9,5.027400985E9,5.273065939E9
Vihti,5.04855707E8,5.30704714E8,5.44775339E8,5.74518785E8,5.5991009E8,5.64706789E8,5.73407302E8,5.92273815E8,6.09199855E8,6.30430193E8,6.32540157E8,6.63669958E8
Aura,6.1831899E7,6.5021651E7,6.7417986E7,6.7325869E7,6.8224239E7,6.903066E7,7.0571362E7,7.2040202E7,7.3604926E7,7.6217175E7,7.7870025E7,8.2875286E7
Kaarina,5.71422257E8,6.0677553E8,6.28703224E8,6.43275321E8,6.44387082E8,6.69555775E8,6.95821025E8,7.12561921E8,7.64147743E8,7.65358948E8,7.84849959E8,8.53406534E8
Kemiönsaari,1.15050979E8,1.19521163E8,1.2257184E8,1.21049675E8,1.22614581E8,1.2316305E8,1.23494657E8,1.26261678E8,1.27693807E8,1.29188366E8,1.32676498E8,1.40112956E8
Koski Tl,3.8172045E7,3.8417457E7,4.1146337E7,4.0858348E7,4.1971208E7,4.2324771E7,4.2651164E7,4.2399518E7,4.3523299E7,4.4433521E7,4.4312143E7,4.5621932E7
Kustavi,1.5036509E7,1.533942E7,1.6108881E7,1.6121566E7,1.6759628E7,1.7421229E7,1.7875982E7,1.940252E7,2.0684935E7,2.1982967E7,2.4169823E7,3.0879222E7
Laitila,1.30593777E8,1.34909037E8,1.39429235E8,1.42386675E8,1.46011189E8,1.47513114E8,1.49196548E8,1.54582511E8,1.6027101E8,1.64815986E8,1.62662148E8,1.67887739E8
Lieto,3.16054355E8,3.34500751E8,3.51404042E8,3.56735891E8,3.68307762E8,3.71262722E8,3.79405107E8,3.93493676E8,4.0857217E8,4.22133173E8,4.3020324E8,4.53400091E8
Loimaa,2.67102767E8,2.78471506E8,2.86204516E8,2.84871607E8,2.88886636E8,2.8944658E8,2.89788749E8,2.95318857E8,3.01802788E8,3.0451346E8,3.05647296E8,3.13887871E8
Marttila,3.3813589E7,3.3654839E7,3.6049626E7,3.5530831E7,3.6540815E7,3.5752924E7,3.720189E7,3.7273581E7,3.9769689E7,4.0323732E7,3.9807594E7,4.1412251E7
Masku,1.65351919E8,1.73337271E8,1.77441187E8,1.79126782E8,1.81088317E8,1.82311198E8,1.85674531E8,1.9065144E8,1.95223327E8,2.03833541E8,2.04068163E8,2.14937364E8
Mynämäki,1.31908658E8,1.35854888E8,1.3824576E8,1.37748509E8,1.4017944E8,1.40863499E8,1.43609848E8,1.48571004E8,1.52167768E8,1.52255278E8,1.51821086E8,1.56040992E8
Naantali,3.69419814E8,3.95864768E8,3.93466167E8,4.01616261E8,3.97642442E8,4.16297183E8,4.17589729E8,4.39561734E8,4.67882768E8,4.68233602E8,4.8180694E8,5.05858455E8
Nousiainen,7.8361343E7,8.1033953E7,8.4078452E7,8.4786253E7,8.5274198E7,8.5596394E7,8.7069965E7,9.0183041E7,8.9497415E7,9.435404E7,9.3640915E7,9.6750833E7
Oripää,2.2693978E7,2.3143346E7,2.4103376E7,2.3966757E7,2.4421859E7,2.3922292E7,2.7102773E7,2.5667857E7,2.6722282E7,2.5928888E7,2.7622441E7,2.7090492E7
Paimio,1.84713458E8,1.88407707E8,1.95536389E8,1.96103187E8,1.9665323E8,1.99159694E8,2.05304236E8,2.088273E8,2.14830803E8,2.20192962E8,2.23114208E8,2.36041526E8
Parainen,2.72052096E8,2.81462209E8,2.89032328E8,2.89470194E8,2.9889518E8,3.04463825E8,3.07854323E8,3.12667889E8,3.24279933E8,3.29683711E8,3.31067131E8,3.53163974E8
Pyhäranta,3.8644982E7,3.8967214E7,3.9566631E7,3.8677824E7,3.8550205E7,3.8581779E7,3.7848392E7,4.0666602E7,3.971097E7,4.0223663E7,3.9817814E7,4.1181908E7
Pöytyä,1.33168448E8,1.38233745E8,1.43917377E8,1.4421768E8,1.4401424E8,1.45508908E8,1.47254283E8,1.50615029E8,1.53568934E8,1.56118361E8,1.56215158E8,1.62709938E8
Raisio,4.33704018E8,4.49148559E8,4.61075208E8,4.61099405E8,4.56392859E8,4.62376924E8,4.77113622E8,4.82948588E8,4.95858657E8,5.06651888E8,5.16265474E8,5.43297967E8
Rusko,9.9164001E7,1.05806985E8,1.08600071E8,1.11157805E8,1.13671414E8,1.16155598E8,1.19952134E8,1.2710688E8,1.3012657E8,1.34690834E8,1.3505096E8,1.42283924E8
Salo,9.33525698E8,9.58518755E8,9.76148794E8,9.40368238E8,9.45801501E8,9.55469304E8,9.65216053E8,9.70890078E8,9.93330771E8,1.019650279E9,1.023818869E9,1.073126472E9
Sauvo,5.2179708E7,5.6636709E7,5.5857479E7,5.5859064E7,5.4856557E7,5.6236573E7,5.8424401E7,5.9837791E7,6.009621E7,6.0476203E7,6.2218449E7,6.5183136E7
Somero,1.46544854E8,1.51437542E8,1.58625995E8,1.56708495E8,1.60491105E8,1.59487937E8,1.61624436E8,1.64126565E8,1.66524463E8,1.70461937E8,1.70149603E8,1.76072335E8
Taivassalo,2.8048131E7,2.830967E7,3.100767E7,2.966289E7,2.9702108E7,3.3644474E7,3.0396428E7,3.4193572E7,3.3245241E7,3.3914689E7,3.4627421E7,3.9761429E7
Turku,3.048946439E9,3.217687929E9,3.274146304E9,3.342717771E9,3.418916037E9,3.456582707E9,3.543579711E9,3.699925692E9,3.858869499E9,3.974142282E9,4.018436007E9,4.250222115E9
Uusikaupunki,2.60906532E8,2.66882474E8,2.71368826E8,2.77877713E8,2.83834942E8,2.9204438E8,2.93913081E8,3.11133115E8,3.19285596E8,3.1997359E8,3.17767902E8,3.31594182E8
Vehmaa,3.6348666E7,3.9070975E7,3.9054144E7,4.1635171E7,4.0720671E7,4.0492011E7,4.2644869E7,4.3198259E7,4.3363784E7,4.4514255E7,4.4804398E7,4.5326839E7
Eura,2.02952081E8,2.10005323E8,2.12588196E8,2.16324217E8,2.19214716E8,2.18681299E8,2.1961914E8,2.25869428E8,2.27655257E8,2.33435062E8,2.32834427E8,2.37925986E8
Eurajoki,1.54242704E8,1.60994468E8,1.66231263E8,1.68080122E8,1.69120068E8,1.69306659E8,1.77973068E8,1.87028689E8,1.91035625E8,1.94268551E8,1.99149807E8,2.06303236E8
Harjavalta,1.25420192E8,1.30660698E8,1.32963499E8,1.33733172E8,1.32887433E8,1.3260899E8,1.33810391E8,1.33968328E8,1.34582198E8,1.37995801E8,1.34926538E8,1.39714631E8
Huittinen,1.65436543E8,1.71532217E8,1.79902004E8,1.79544767E8,1.80227391E8,1.82351135E8,1.82845335E8,1.87211599E8,1.87129562E8,1.91444317E8,1.92931186E8,2.01398899E8
Jämijärvi,2.9735708E7,3.0785748E7,3.1110658E7,3.0982514E7,3.1713481E7,3.0600365E7,3.0742987E7,3.0581234E7,3.111568E7,3.038461E7,3.0010103E7,3.149813E7
Kankaanpää,2.14579272E8,2.18566508E8,2.21727136E8,2.25652958E8,2.25878375E8,2.32112381E8,2.27113379E8,2.30449039E8,2.35442757E8,2.36389105E8,2.37132406E8,2.45100789E8
Karvia,3.960783E7,3.910656E7,3.8804958E7,3.9335248E7,3.9856435E7,3.9216898E7,4.0133353E7,4.0406619E7,4.1153401E7,4.1816791E7,4.2727701E7,4.3562204E7
Kokemäki,1.2307288E8,1.26891933E8,1.33628811E8,1.31170721E8,1.32118008E8,1.2987147E8,1.2960121E8,1.31385987E8,1.31745328E8,1.32934133E8,1.32781413E8,1.35725645E8
Merikarvia,5.0958076E7,5.2469857E7,5.4283293E7,5.4199864E7,5.5259513E7,5.3870021E7,5.5220176E7,5.6301804E7,5.679267E7,5.6419247E7,5.69811E7,6.0702339E7
Nakkila,9.1180929E7,9.3021704E7,9.597127E7,9.6285329E7,9.7845713E7,9.7055836E7,9.693681E7,1.01364972E8,1.01248199E8,1.0156729E8,1.01536128E8,1.0444601E8
Pomarkku,3.6858607E7,3.7786472E7,3.9198918E7,3.7626967E7,3.733809E7,3.682212E7,3.6753677E7,3.7136392E7,3.8194928E7,3.8243885E7,3.9460705E7,3.927795E7
Pori,1.391120181E9,1.454573925E9,1.488858484E9,1.509773456E9,1.533376775E9,1.541128941E9,1.565049568E9,1.587816202E9,1.623888783E9,1.647492968E9,1.652665408E9,1.704003796E9
Rauma,7.0491823E8,7.29503461E8,7.42785792E8,7.60782228E8,7.5437224E8,7.5807722E8,7.54790536E8,7.8687018E8,8.07930706E8,8.20850938E8,8.17166397E8,8.62069785E8
Siikainen,2.3816547E7,2.4616903E7,2.598703E7,2.4952467E7,2.5197674E7,2.410653E7,2.4113405E7,2.4194832E7,2.4863174E7,2.4745581E7,2.4309669E7,2.4978601E7
Säkylä,1.26160407E8,1.29345268E8,1.31725334E8,1.30723763E8,1.32627502E8,1.31719188E8,1.32858782E8,1.34075896E8,1.34432453E8,1.35786131E8,1.37395309E8,1.39206749E8
Ulvila,2.21206548E8,2.2927701E8,2.34833645E8,2.35359469E8,2.38271365E8,2.39230635E8,2.4130359E8,2.43397962E8,2.46815908E8,2.51497981E8,2.49707018E8,2.58988737E8
Forssa,2.80464461E8,2.89891695E8,3.01246101E8,2.9947597E8,3.01586555E8,3.04267155E8,3.0772626E8,3.11005072E8,3.14581144E8,3.19531168E8,3.20726296E8,3.3044294E8
Hattula,1.66390788E8,1.70977434E8,1.76570253E8,1.79530082E8,1.81189833E8,1.82714008E8,1.86936378E8,1.89959983E8,1.88435685E8,1.9407185E8,1.9339464E8,2.03733389E8
Hausjärvi,1.47984924E8,1.54193183E8,1.58338486E8,1.58870593E8,1.60655302E8,1.60421138E8,1.60178308E8,1.6266896E8,1.65326598E8,2.09618011E8,1.67119173E8,1.71790076E8
Humppila,3.6975971E7,3.8548744E7,4.0743923E7,3.9049386E7,4.0094561E7,3.9052747E7,3.9639019E7,4.0262998E7,4.1171605E7,4.0309883E7,4.2933251E7,4.257829E7
Hämeenlinna,1.144592698E9,1.195630004E9,1.230287909E9,1.258183218E9,1.273544044E9,1.271594737E9,1.28296814E9,1.318560864E9,1.345367437E9,1.378895824E9,1.392560004E9,1.451238326E9
Janakkala,2.76434323E8,2.91151474E8,2.96822889E8,3.02491613E8,3.03128402E8,3.07805778E8,3.14268642E8,3.18426994E8,3.20576844E8,3.29148125E8,3.27516521E8,3.42528094E8
Jokioinen,8.9605656E7,9.3426316E7,9.6119635E7,9.5794118E7,9.6231816E7,9.5082505E7,9.6213544E7,9.8787358E7,9.892587E7,1.01272464E8,1.01052154E8,1.03552864E8
Loppi,1.30106678E8,1.36416183E8,1.39188489E8,1.42789945E8,1.43929103E8,1.42478126E8,1.43595412E8,1.46362809E8,1.48517106E8,1.52485585E8,1.53622086E8,1.59630211E8
Riihimäki,4.85378245E8,5.09722627E8,5.27923478E8,5.34410475E8,5.41255754E8,5.40117212E8,5.48258176E8,5.55253594E8,5.64397767E8,5.78895688E8,5.83409708E8,6.08276948E8
Tammela,1.05940809E8,1.11855296E8,1.14739118E8,1.14650514E8,1.14764786E8,1.15259955E8,1.16299325E8,1.18306919E8,1.20117326E8,1.21631571E8,1.234099E8,1.28199705E8
Ypäjä,3.9354255E7,4.088421E7,4.2440357E7,4.1262858E7,4.1757658E7,4.0994353E7,4.1048785E7,4.2443726E7,4.3827752E7,4.4864283E7,4.454459E7,4.6424993E7
Akaa,2.64546606E8,2.80949331E8,2.8952811E8,2.91420945E8,2.92661796E8,2.93835827E8,2.95994657E8,3.00536045E8,3.06768549E8,3.10157503E8,3.12984484E8,3.27655827E8
Hämeenkyrö,1.6452305E8,1.73321939E8,1.79044464E8,1.82698869E8,1.82219772E8,1.85678857E8,1.87994772E8,1.90975416E8,1.95498559E8,1.98656515E8,1.99095196E8,2.09138324E8
Ikaalinen,1.15211113E8,1.19521298E8,1.22619019E8,1.22321876E8,1.2381148E8,1.22528159E8,1.24485203E8,1.26377647E8,1.28948494E8,1.28644335E8,1.28586016E8,1.34717443E8
Juupajoki,3.2831478E7,3.2835838E7,3.3783887E7,3.4491412E7,3.464627E7,3.4501688E7,3.4913949E7,3.540678E7,3.612992E7,3.5724819E7,3.8165998E7,3.8588923E7
Kangasala,5.00078413E8,5.35934775E8,5.4256023E8,5.50961447E8,5.57172285E8,5.68447273E8,5.88108581E8,6.08564021E8,6.38917228E8,6.61232408E8,6.70350128E8,7.09545629E8
Kihniö,3.1990654E7,3.328153E7,3.2511828E7,3.3026297E7,3.3157918E7,3.3030989E7,3.2349215E7,3.2129858E7,3.2831885E7,3.3158041E7,3.2957819E7,3.4621352E7
Kuhmoinen,3.9445724E7,4.0467378E7,4.0336524E7,4.0346832E7,4.1249816E7,4.0292943E7,3.9959351E7,4.1034894E7,4.1164132E7,4.2081521E7,4.2028623E7,4.3546577E7
Lempäälä,3.4337989E8,3.64614293E8,3.81506159E8,3.88047383E8,4.03109807E8,4.12321962E8,4.27008791E8,4.37636192E8,4.58685185E8,4.81818191E8,4.95041915E8,5.49341011E8
Mänttä-Vilppula,1.80486864E8,1.86553526E8,1.86056096E8,1.85066297E8,1.86631523E8,1.85572191E8,1.84545102E8,1.85108633E8,1.9624208E8,1.8580416E8,1.8515986E8,1.89251634E8
Nokia,5.20267207E8,5.52862582E8,5.74639351E8,5.86670918E8,5.95893465E8,6.04221832E8,6.12914529E8,6.32466528E8,6.56294216E8,6.7147951E8,6.91422872E8,7.29601674E8
Orivesi,1.50057806E8,1.55977685E8,1.60590584E8,1.62596238E8,1.62846225E8,1.61575512E8,1.62827258E8,1.66491022E8,1.71480708E8,1.7782483E8,1.75045504E8,1.82458747E8
Parkano,1.07433466E8,1.09063075E8,1.11676276E8,1.12676935E8,1.14285452E8,1.13468108E8,1.13328699E8,1.15851061E8,1.16505456E8,1.19472457E8,1.18725626E8,1.23126468E8
Pirkkala,3.19426898E8,3.4384191E8,3.5323903E8,3.61644611E8,3.98691415E8,3.81807464E8,3.92376042E8,4.10239356E8,4.22206825E8,4.40987835E8,4.46034488E8,4.85999231E8
Punkalaidun,4.9508216E7,5.0121372E7,5.2906087E7,5.2576987E7,5.3023673E7,5.0062238E7,5.0688155E7,5.1420847E7,5.2497741E7,5.2224543E7,5.3232625E7,5.2629485E7
Pälkäne,1.11376257E8,1.11630582E8,1.14450545E8,1.16037414E8,1.17453952E8,1.17809843E8,1.19184126E8,1.21071414E8,1.2299777E8,1.23639445E8,1.25934959E8,1.31949969E8
Ruovesi,8.010492E7,8.151477E7,8.1473486E7,8.2555204E7,8.1899312E7,7.932716E7,7.9949438E7,8.0012862E7,8.2337247E7,8.1747469E7,8.1204032E7,8.4998863E7
Sastamala,3.99325247E8,4.15119938E8,4.30254279E8,4.34275445E8,4.38000184E8,4.3760756E8,4.4126537E8,4.49869174E8,4.59078805E8,4.64091909E8,4.70527259E8,4.84870051E8
Tampere,3.678942102E9,3.885445082E9,4.004665022E9,4.099894357E9,4.161202183E9,4.258714045E9,4.36490062E9,4.553128935E9,4.804680449E9,4.930724344E9,5.024670787E9,5.392581336E9
Urjala,8.3112506E7,8.394342E7,8.7299654E7,8.6393258E7,8.8828512E7,8.3214983E7,8.5974124E7,8.5141365E7,8.8474389E7,8.8562441E7,8.7410152E7,9.3933964E7
Valkeakoski,3.42811002E8,3.60368082E8,3.73090589E8,3.73636027E8,3.80237527E8,3.86427764E8,3.91956015E8,3.96877243E8,4.04304202E8,4.11180685E8,4.11859685E8,4.26561722E8
Vesilahti,6.6619492E7,7.0890914E7,7.3612702E7,7.6417963E7,7.708681E7,7.9013846E7,7.9803456E7,8.1330533E7,8.4399535E7,8.6127045E7,8.7264976E7,9.4520382E7
Virrat,1.14305989E8,1.15853846E8,1.17639507E8,1.19356448E8,1.20396617E8,1.19403428E8,1.19106799E8,1.22168344E8,1.24220677E8,1.25612659E8,1.24636725E8,1.31674274E8
Ylöjärvi,5.03423882E8,5.39552204E8,5.51543869E8,5.59438319E8,5.68836914E8,5.91934855E8,6.00752712E8,6.22749207E8,6.45833651E8,6.65771851E8,6.82342192E8,7.25352971E8
Asikkala,1.42342068E8,1.47846358E8,1.48904796E8,1.47797013E8,1.51371861E8,1.49803732E8,1.52115111E8,1.57004174E8,1.60341997E8,1.63672799E8,1.65943662E8,1.73028468E8
Hartola,5.0894501E7,5.1001078E7,5.1463532E7,5.0749322E7,5.1154499E7,4.8979398E7,4.932664E7,5.0271477E7,5.0513763E7,5.550412E7,5.1065755E7,5.3166661E7
Heinola,3.22693229E8,3.34427761E8,3.40544913E8,3.45017976E8,3.49857037E8,3.48667074E8,3.50531498E8,3.55022359E8,3.61135197E8,3.69933319E8,3.67619326E8,3.8273112E8
Hollola,4.00788322E8,4.45905429E8,4.29105149E8,4.3493192E8,4.30185717E8,4.33517871E8,4.40394251E8,4.56541635E8,4.64029948E8,4.7928006E8,4.77284878E8,4.96681965E8
Iitti,1.13559364E8,1.17844173E8,1.20615157E8,1.21737137E8,1.23017859E8,1.22811101E8,1.23299125E8,1.29330972E8,1.27554379E8,1.29478069E8,1.27955371E8,1.33710712E8
Kärkölä,7.7158811E7,7.9876663E7,8.019272E7,8.1214808E7,8.1720992E7,7.9860612E7,8.1426534E7,8.1545677E7,8.3672603E7,8.5392411E7,8.4630739E7,8.6934024E7
Lahti,1.919223744E9,2.002242639E9,2.070008551E9,2.103002105E9,2.111897892E9,2.149144119E9,2.193975786E9,2.259332173E9,2.303092144E9,2.393300168E9,2.400829638E9,2.508437594E9
Orimattila,2.59901324E8,2.79384887E8,2.76875961E8,2.8333254E8,2.84103602E8,2.87312512E8,2.91385716E8,2.99814247E8,3.06224433E8,3.13392619E8,3.13019175E8,3.22043728E8
Padasjoki,5.3369431E7,5.4215858E7,5.3422136E7,5.6004594E7,5.6848131E7,5.6006382E7,5.4582059E7,5.5040016E7,5.5547654E7,5.6369537E7,5.5932957E7,5.8353099E7
Sysmä,6.5429095E7,6.7779114E7,6.7078289E7,6.8509057E7,6.9734329E7,6.8335876E7,6.9499408E7,7.0605652E7,7.1641781E7,7.2510166E7,7.4462048E7,7.5809028E7
Hamina,3.48698772E8,3.62288476E8,3.67126385E8,3.71404698E8,3.71099011E8,3.73529567E8,3.75841855E8,3.80883815E8,3.8788659E8,3.96286655E8,4.02044472E8,4.10206855E8
Kotka,9.02368566E8,9.28501468E8,9.51498878E8,9.54144416E8,9.58117983E8,9.66060422E8,9.76042379E8,9.76067444E8,9.965774E8,1.00940936E9,1.018911595E9,1.046386493E9
Kouvola,1.457901107E9,1.489306676E9,1.527094846E9,1.542348537E9,1.559064892E9,1.555130429E9,1.558496213E9,1.585237254E9,1.611265832E9,1.629359907E9,1.620993345E9,1.667342011E9
Miehikkälä,3.297677E7,3.3485485E7,3.4543488E7,3.4922003E7,3.5055358E7,3.4855168E7,3.485681E7,3.4612184E7,3.542095E7,3.4718939E7,3.4642198E7,3.5958848E7
Pyhtää,9.0775644E7,9.5366647E7,9.7336108E7,9.8867198E7,1.00873224E8,1.01840944E8,1.01643989E8,1.09993235E8,1.09534644E8,1.10137824E8,1.07646443E8,1.12504226E8
Virolahti,5.3286036E7,5.4701061E7,5.6461567E7,5.7338226E7,5.7700534E7,5.7593425E7,5.6768789E7,5.6833051E7,5.8437225E7,5.8738244E7,6.0804003E7,5.9540607E7
Imatra,4.64519322E8,4.83961761E8,4.96530523E8,5.01991909E8,5.0878512E8,5.07655599E8,5.04678217E8,5.09937296E8,5.14599342E8,5.18378697E8,5.12882308E8,5.22684955E8
Lappeenranta,1.17831725E9,1.227421751E9,1.269883625E9,1.291012029E9,1.291512905E9,1.298378869E9,1.31121495E9,1.344768907E9,1.370383459E9,1.400359368E9,1.427861665E9,1.479047732E9
Lemi,4.8018762E7,4.9838218E7,5.1175883E7,5.2969897E7,5.2883055E7,5.283095E7,5.35721E7,5.5171809E7,5.5622133E7,5.6924139E7,5.6459932E7,5.769538E7
Luumäki,8.1835047E7,8.5699192E7,8.6224931E7,8.8820906E7,8.8597283E7,8.7464185E7,8.7998505E7,8.9221974E7,8.9497758E7,9.0976907E7,9.0317293E7,9.3024936E7
Parikkala,8.9033805E7,9.0625042E7,9.2380817E7,9.3095446E7,9.4101651E7,9.2885972E7,9.227785E7,9.0562876E7,9.1027127E7,9.1183645E7,9.0756711E7,9.2226276E7
