"Alue"	"Vuosi"	"Yhteensa"
"Tammela"	"2027"	5648
"Tammela"	"2028"	5606
"Tammela"	"2029"	5562
"Tammela"	"2030"	5524
"Tammela"	"2031"	5491
"Ypäjä"	"2021"	2297
"Ypäjä"	"2022"	2277
"Ypäjä"	"2023"	2260
"Ypäjä"	"2024"	2243
"Ypäjä"	"2025"	2226
"Ypäjä"	"2026"	2209
"Ypäjä"	"2027"	2195
"Ypäjä"	"2028"	2180
"Ypäjä"	"2029"	2165
"Ypäjä"	"2030"	2153
"Ypäjä"	"2031"	2141
"Akaa"	"2021"	16264
"Akaa"	"2022"	16142
"Akaa"	"2023"	16023
"Akaa"	"2024"	15906
"Akaa"	"2025"	15795
"Akaa"	"2026"	15692
"Akaa"	"2027"	15595
"Akaa"	"2028"	15502
"Akaa"	"2029"	15414
"Akaa"	"2030"	15326
"Akaa"	"2031"	15246
"Hämeenkyrö"	"2021"	10266
"Hämeenkyrö"	"2022"	10188
"Hämeenkyrö"	"2023"	10119
"Hämeenkyrö"	"2024"	10055
"Hämeenkyrö"	"2025"	9995
"Hämeenkyrö"	"2026"	9942
"Hämeenkyrö"	"2027"	9894
"Hämeenkyrö"	"2028"	9847
"Hämeenkyrö"	"2029"	9800
"Hämeenkyrö"	"2030"	9755
"Hämeenkyrö"	"2031"	9710
"Ikaalinen"	"2021"	6806
"Ikaalinen"	"2022"	6749
"Ikaalinen"	"2023"	6694
"Ikaalinen"	"2024"	6640
"Ikaalinen"	"2025"	6590
"Ikaalinen"	"2026"	6543
"Ikaalinen"	"2027"	6497
"Ikaalinen"	"2028"	6453
"Ikaalinen"	"2029"	6407
"Ikaalinen"	"2030"	6364
"Ikaalinen"	"2031"	6319
"Juupajoki"	"2021"	1765
"Juupajoki"	"2022"	1734
"Juupajoki"	"2023"	1703
"Juupajoki"	"2024"	1674
"Juupajoki"	"2025"	1647
"Juupajoki"	"2026"	1622
"Juupajoki"	"2027"	1600
"Juupajoki"	"2028"	1578
"Juupajoki"	"2029"	1557
"Juupajoki"	"2030"	1538
"Juupajoki"	"2031"	1520
"Kangasala"	"2021"	32488
"Kangasala"	"2022"	32746
"Kangasala"	"2023"	32992
"Kangasala"	"2024"	33227
"Kangasala"	"2025"	33456
"Kangasala"	"2026"	33672
"Kangasala"	"2027"	33878
"Kangasala"	"2028"	34075
"Kangasala"	"2029"	34267
"Kangasala"	"2030"	34456
"Kangasala"	"2031"	34640
"Kihniö"	"2021"	1780
"Kihniö"	"2022"	1741
"Kihniö"	"2023"	1704
"Kihniö"	"2024"	1670
"Kihniö"	"2025"	1638
"Kihniö"	"2026"	1607
"Kihniö"	"2027"	1578
"Kihniö"	"2028"	1547
"Kihniö"	"2029"	1518
"Kihniö"	"2030"	1487
"Kihniö"	"2031"	1459
"Kuhmoinen"	"2021"	2128
"Kuhmoinen"	"2022"	2095
"Kuhmoinen"	"2023"	2068
"Kuhmoinen"	"2024"	2042
"Kuhmoinen"	"2025"	2015
"Kuhmoinen"	"2026"	1989
"Kuhmoinen"	"2027"	1967
"Kuhmoinen"	"2028"	1946
"Kuhmoinen"	"2029"	1925
"Kuhmoinen"	"2030"	1905
"Kuhmoinen"	"2031"	1887
"Lempäälä"	"2021"	24065
"Lempäälä"	"2022"	24287
"Lempäälä"	"2023"	24495
"Lempäälä"	"2024"	24683
"Lempäälä"	"2025"	24856
"Lempäälä"	"2026"	25015
"Lempäälä"	"2027"	25157
"Lempäälä"	"2028"	25289
"Lempäälä"	"2029"	25410
"Lempäälä"	"2030"	25520
"Lempäälä"	"2031"	25627
"Mänttä-Vilppula"	"2021"	9474
"Mänttä-Vilppula"	"2022"	9288
"Mänttä-Vilppula"	"2023"	9118
"Mänttä-Vilppula"	"2024"	8959
"Mänttä-Vilppula"	"2025"	8813
"Mänttä-Vilppula"	"2026"	8676
"Mänttä-Vilppula"	"2027"	8546
"Mänttä-Vilppula"	"2028"	8425
"Mänttä-Vilppula"	"2029"	8310
"Mänttä-Vilppula"	"2030"	8202
"Mänttä-Vilppula"	"2031"	8097
"Nokia"	"2021"	34758
"Nokia"	"2022"	35023
"Nokia"	"2023"	35273
"Nokia"	"2024"	35510
"Nokia"	"2025"	35731
"Nokia"	"2026"	35942
"Nokia"	"2027"	36139
"Nokia"	"2028"	36322
"Nokia"	"2029"	36503
"Nokia"	"2030"	36680
"Nokia"	"2031"	36849
"Orivesi"	"2021"	8920
"Orivesi"	"2022"	8838
"Orivesi"	"2023"	8758
"Orivesi"	"2024"	8683
"Orivesi"	"2025"	8613
"Orivesi"	"2026"	8545
"Orivesi"	"2027"	8480
"Orivesi"	"2028"	8419
"Orivesi"	"2029"	8359
"Orivesi"	"2030"	8305
"Orivesi"	"2031"	8253
"Parkano"	"2021"	6265
"Parkano"	"2022"	6188
"Parkano"	"2023"	6115
"Parkano"	"2024"	6046
"Parkano"	"2025"	5981
"Parkano"	"2026"	5918
"Parkano"	"2027"	5855
"Parkano"	"2028"	5794
"Parkano"	"2029"	5737
"Parkano"	"2030"	5683
"Parkano"	"2031"	5631
"Pirkkala"	"2021"	19982
"Pirkkala"	"2022"	20155
"Pirkkala"	"2023"	20319
"Pirkkala"	"2024"	20477
"Pirkkala"	"2025"	20631
"Pirkkala"	"2026"	20778
"Pirkkala"	"2027"	20917
"Pirkkala"	"2028"	21049
"Pirkkala"	"2029"	21173
"Pirkkala"	"2030"	21288
"Pirkkala"	"2031"	21396
"Punkalaidun"	"2021"	2724
"Punkalaidun"	"2022"	2665
"Punkalaidun"	"2023"	2612
"Punkalaidun"	"2024"	2563
"Punkalaidun"	"2025"	2516
"Punkalaidun"	"2026"	2474
"Punkalaidun"	"2027"	2436
"Punkalaidun"	"2028"	2400
"Punkalaidun"	"2029"	2367
"Punkalaidun"	"2030"	2336
"Punkalaidun"	"2031"	2307
"Pälkäne"	"2021"	6356
"Pälkäne"	"2022"	6299
"Pälkäne"	"2023"	6248
"Pälkäne"	"2024"	6196
"Pälkäne"	"2025"	6147
"Pälkäne"	"2026"	6104
"Pälkäne"	"2027"	6063
"Pälkäne"	"2028"	6025
"Pälkäne"	"2029"	5990
"Pälkäne"	"2030"	5960
"Pälkäne"	"2031"	5928
"Ruovesi"	"2021"	4127
"Ruovesi"	"2022"	4045
"Ruovesi"	"2023"	3969
"Ruovesi"	"2024"	3903
"Ruovesi"	"2025"	3842
"Ruovesi"	"2026"	3788
"Ruovesi"	"2027"	3738
"Ruovesi"	"2028"	3692
"Ruovesi"	"2029"	3647
"Ruovesi"	"2030"	3606
"Ruovesi"	"2031"	3570
"Sastamala"	"2021"	23766
"Sastamala"	"2022"	23489
"Sastamala"	"2023"	23236
"Sastamala"	"2024"	23000
"Sastamala"	"2025"	22771
"Sastamala"	"2026"	22558
"Sastamala"	"2027"	22351
"Sastamala"	"2028"	22152
"Sastamala"	"2029"	21967
"Sastamala"	"2030"	21791
"Sastamala"	"2031"	21622
"Tampere"	"2021"	244694
"Tampere"	"2022"	247918
"Tampere"	"2023"	250958
"Tampere"	"2024"	253843
"Tampere"	"2025"	256586
"Tampere"	"2026"	259191
"Tampere"	"2027"	261677
"Tampere"	"2028"	264062
"Tampere"	"2029"	266346
"Tampere"	"2030"	268502
"Tampere"	"2031"	270503
"Urjala"	"2021"	4587
"Urjala"	"2022"	4534
"Urjala"	"2023"	4485
"Urjala"	"2024"	4438
"Urjala"	"2025"	4390
"Urjala"	"2026"	4346
"Urjala"	"2027"	4306
"Urjala"	"2028"	4266
"Urjala"	"2029"	4231
"Urjala"	"2030"	4195
"Urjala"	"2031"	4161
"Valkeakoski"	"2021"	20634
"Valkeakoski"	"2022"	20501
"Valkeakoski"	"2023"	20376
"Valkeakoski"	"2024"	20255
"Valkeakoski"	"2025"	20138
"Valkeakoski"	"2026"	20022
"Valkeakoski"	"2027"	19904
"Valkeakoski"	"2028"	19783
"Valkeakoski"	"2029"	19659
"Valkeakoski"	"2030"	19536
"Valkeakoski"	"2031"	19418
"Vesilahti"	"2021"	4346
"Vesilahti"	"2022"	4327
"Vesilahti"	"2023"	4313
"Vesilahti"	"2024"	4301
"Vesilahti"	"2025"	4290
"Vesilahti"	"2026"	4284
"Vesilahti"	"2027"	4278
"Vesilahti"	"2028"	4272
"Vesilahti"	"2029"	4266
"Vesilahti"	"2030"	4262
"Vesilahti"	"2031"	4258
"Virrat"	"2021"	6410
"Virrat"	"2022"	6312
"Virrat"	"2023"	6221
"Virrat"	"2024"	6131
"Virrat"	"2025"	6048
"Virrat"	"2026"	5968
"Virrat"	"2027"	5894
"Virrat"	"2028"	5821
"Virrat"	"2029"	5752
"Virrat"	"2030"	5685
"Virrat"	"2031"	5621
"Ylöjärvi"	"2021"	33513
"Ylöjärvi"	"2022"	33648
"Ylöjärvi"	"2023"	33770
"Ylöjärvi"	"2024"	33887
"Ylöjärvi"	"2025"	34002
"Ylöjärvi"	"2026"	34108
"Ylöjärvi"	"2027"	34204
"Ylöjärvi"	"2028"	34286
"Ylöjärvi"	"2029"	34357
"Ylöjärvi"	"2030"	34423
"Ylöjärvi"	"2031"	34485
"Asikkala"	"2021"	8015
"Asikkala"	"2022"	7974
"Asikkala"	"2023"	7931
"Asikkala"	"2024"	7886
"Asikkala"	"2025"	7837
"Asikkala"	"2026"	7791
"Asikkala"	"2027"	7743
"Asikkala"	"2028"	7699
"Asikkala"	"2029"	7657
"Asikkala"	"2030"	7618
"Asikkala"	"2031"	7579
"Hartola"	"2021"	2589
"Hartola"	"2022"	2528
"Hartola"	"2023"	2474
"Hartola"	"2024"	2424
"Hartola"	"2025"	2378
"Hartola"	"2026"	2337
"Hartola"	"2027"	2299
"Hartola"	"2028"	2265
"Hartola"	"2029"	2232
"Hartola"	"2030"	2201
"Hartola"	"2031"	2172
"Heinola"	"2021"	18270
"Heinola"	"2022"	18046
"Heinola"	"2023"	17840
"Heinola"	"2024"	17645
"Heinola"	"2025"	17462
"Heinola"	"2026"	17290
"Heinola"	"2027"	17127
"Heinola"	"2028"	16968
"Heinola"	"2029"	16817
"Heinola"	"2030"	16672
"Heinola"	"2031"	16534
"Hollola"	"2021"	23134
"Hollola"	"2022"	23007
"Hollola"	"2023"	22874
"Hollola"	"2024"	22735
"Hollola"	"2025"	22597
"Hollola"	"2026"	22461
"Hollola"	"2027"	22333
"Hollola"	"2028"	22201
"Hollola"	"2029"	22070
"Hollola"	"2030"	21939
"Hollola"	"2031"	21805
"Iitti"	"2021"	6569
"Iitti"	"2022"	6514
"Iitti"	"2023"	6461
"Iitti"	"2024"	6409
"Iitti"	"2025"	6355
"Iitti"	"2026"	6305
"Iitti"	"2027"	6256
"Iitti"	"2028"	6208
"Iitti"	"2029"	6163
"Iitti"	"2030"	6116
"Iitti"	"2031"	6070
"Kärkölä"	"2021"	4270
"Kärkölä"	"2022"	4218
"Kärkölä"	"2023"	4174
"Kärkölä"	"2024"	4131
"Kärkölä"	"2025"	4091
"Kärkölä"	"2026"	4055
"Kärkölä"	"2027"	4024
"Kärkölä"	"2028"	3993
"Kärkölä"	"2029"	3966
"Kärkölä"	"2030"	3940
"Kärkölä"	"2031"	3913
"Lahti"	"2021"	120296
"Lahti"	"2022"	120489
"Lahti"	"2023"	120656
"Lahti"	"2024"	120796
"Lahti"	"2025"	120902
"Lahti"	"2026"	120967
"Lahti"	"2027"	120997
"Lahti"	"2028"	120992
"Lahti"	"2029"	120960
"Lahti"	"2030"	120897
"Lahti"	"2031"	120805
"Orimattila"	"2021"	15793
"Orimattila"	"2022"	15708
"Orimattila"	"2023"	15615
"Orimattila"	"2024"	15523
"Orimattila"	"2025"	15433
"Orimattila"	"2026"	15348
"Orimattila"	"2027"	15266
"Orimattila"	"2028"	15184
"Orimattila"	"2029"	15101
"Orimattila"	"2030"	15024
"Orimattila"	"2031"	14946
"Padasjoki"	"2021"	2812
"Padasjoki"	"2022"	2764
"Padasjoki"	"2023"	2720
"Padasjoki"	"2024"	2680
"Padasjoki"	"2025"	2642
"Padasjoki"	"2026"	2606
"Padasjoki"	"2027"	2572
"Padasjoki"	"2028"	2539
"Padasjoki"	"2029"	2509
"Padasjoki"	"2030"	2480
"Padasjoki"	"2031"	2453
"Sysmä"	"2021"	3545
"Sysmä"	"2022"	3468
"Sysmä"	"2023"	3396
"Sysmä"	"2024"	3331
"Sysmä"	"2025"	3270
"Sysmä"	"2026"	3218
"Sysmä"	"2027"	3169
"Sysmä"	"2028"	3124
"Sysmä"	"2029"	3081
"Sysmä"	"2030"	3040
"Sysmä"	"2031"	3001
"Hamina"	"2021"	19677
"Hamina"	"2022"	19479
"Hamina"	"2023"	19286
"Hamina"	"2024"	19098
"Hamina"	"2025"	18914
"Hamina"	"2026"	18734
"Hamina"	"2027"	18558
"Hamina"	"2028"	18377
"Hamina"	"2029"	18201
"Hamina"	"2030"	18025
"Hamina"	"2031"	17855
"Kotka"	"2021"	51223
"Kotka"	"2022"	50735
"Kotka"	"2023"	50270
"Kotka"	"2024"	49819
"Kotka"	"2025"	49388
"Kotka"	"2026"	48974
"Kotka"	"2027"	48570
"Kotka"	"2028"	48175
"Kotka"	"2029"	47787
"Kotka"	"2030"	47411
"Kotka"	"2031"	47042
"Kouvola"	"2021"	80362
"Kouvola"	"2022"	79526
"Kouvola"	"2023"	78709
"Kouvola"	"2024"	77916
"Kouvola"	"2025"	77145
"Kouvola"	"2026"	76391
"Kouvola"	"2027"	75659
"Kouvola"	"2028"	74952
"Kouvola"	"2029"	74257
"Kouvola"	"2030"	73577
"Kouvola"	"2031"	72908
"Miehikkälä"	"2021"	1829
"Miehikkälä"	"2022"	1794
"Miehikkälä"	"2023"	1761
"Miehikkälä"	"2024"	1729
"Miehikkälä"	"2025"	1702
"Miehikkälä"	"2026"	1675
"Miehikkälä"	"2027"	1649
"Miehikkälä"	"2028"	1625
"Miehikkälä"	"2029"	1602
"Miehikkälä"	"2030"	1580
"Miehikkälä"	"2031"	1558
"Pyhtää"	"2021"	5094
"Pyhtää"	"2022"	5064
"Pyhtää"	"2023"	5029
"Pyhtää"	"2024"	4987
"Pyhtää"	"2025"	4946
"Pyhtää"	"2026"	4907
"Pyhtää"	"2027"	4868
"Pyhtää"	"2028"	4825
"Pyhtää"	"2029"	4778
"Pyhtää"	"2030"	4730
"Pyhtää"	"2031"	4683
"Virolahti"	"2021"	3044
"Virolahti"	"2022"	2997
"Virolahti"	"2023"	2953
"Virolahti"	"2024"	2912
"Virolahti"	"2025"	2876
"Virolahti"	"2026"	2842
"Virolahti"	"2027"	2809
"Virolahti"	"2028"	2776
"Virolahti"	"2029"	2742
"Virolahti"	"2030"	2710
"Virolahti"	"2031"	2679
"Imatra"	"2021"	25739
"Imatra"	"2022"	25393
"Imatra"	"2023"	25049
"Imatra"	"2024"	24718
"Imatra"	"2025"	24393
"Imatra"	"2026"	24077
"Imatra"	"2027"	23775
"Imatra"	"2028"	23491
"Imatra"	"2029"	23212
"Imatra"	"2030"	22939
"Imatra"	"2031"	22670
"Lappeenranta"	"2021"	72706
"Lappeenranta"	"2022"	72652
"Lappeenranta"	"2023"	72593
"Lappeenranta"	"2024"	72534
"Lappeenranta"	"2025"	72466
"Lappeenranta"	"2026"	72387
"Lappeenranta"	"2027"	72305
"Lappeenranta"	"2028"	72217
"Lappeenranta"	"2029"	72120
"Lappeenranta"	"2030"	72013
"Lappeenranta"	"2031"	71889
"Lemi"	"2021"	2943
"Lemi"	"2022"	2922
"Lemi"	"2023"	2902
"Lemi"	"2024"	2884
"Lemi"	"2025"	2866
"Lemi"	"2026"	2846
"Lemi"	"2027"	2824
"Lemi"	"2028"	2802
"Lemi"	"2029"	2778
"Lemi"	"2030"	2753
"Lemi"	"2031"	2729
"Luumäki"	"2021"	4469
"Luumäki"	"2022"	4407
"Luumäki"	"2023"	4347
"Luumäki"	"2024"	4296
"Luumäki"	"2025"	4245
"Luumäki"	"2026"	4198
"Luumäki"	"2027"	4150
"Luumäki"	"2028"	4103
"Luumäki"	"2029"	4061
"Luumäki"	"2030"	4017
"Luumäki"	"2031"	3979
"Parikkala"	"2021"	4556
"Parikkala"	"2022"	4463
"Parikkala"	"2023"	4377
"Parikkala"	"2024"	4295
"Parikkala"	"2025"	4219
"Parikkala"	"2026"	4144
"Parikkala"	"2027"	4070
"Parikkala"	"2028"	4002
"Parikkala"	"2029"	3935
"Parikkala"	"2030"	3870
"Parikkala"	"2031"	3806
"Rautjärvi"	"2021"	3067
"Rautjärvi"	"2022"	2993
"Rautjärvi"	"2023"	2924
"Rautjärvi"	"2024"	2859
"Rautjärvi"	"2025"	2799
"Rautjärvi"	"2026"	2742
"Rautjärvi"	"2027"	2689
"Rautjärvi"	"2028"	2639
"Rautjärvi"	"2029"	2593
"Rautjärvi"	"2030"	2548
"Rautjärvi"	"2031"	2506
"Ruokolahti"	"2021"	4849
"Ruokolahti"	"2022"	4774
"Ruokolahti"	"2023"	4705
"Ruokolahti"	"2024"	4638
"Ruokolahti"	"2025"	4574
"Ruokolahti"	"2026"	4512
"Ruokolahti"	"2027"	4451
"Ruokolahti"	"2028"	4389
"Ruokolahti"	"2029"	4333
"Ruokolahti"	"2030"	4277
"Ruokolahti"	"2031"	4228
"Savitaipale"	"2021"	3266
"Savitaipale"	"2022"	3210
"Savitaipale"	"2023"	3159
"Savitaipale"	"2024"	3110
"Savitaipale"	"2025"	3063
"Savitaipale"	"2026"	3018
"Savitaipale"	"2027"	2975
"Savitaipale"	"2028"	2933
"Savitaipale"	"2029"	2896
"Savitaipale"	"2030"	2858
"Savitaipale"	"2031"	2822
"Taipalsaari"	"2021"	4600
"Taipalsaari"	"2022"	4567
"Taipalsaari"	"2023"	4535
"Taipalsaari"	"2024"	4501
"Taipalsaari"	"2025"	4469
"Taipalsaari"	"2026"	4436
"Taipalsaari"	"2027"	4406
"Taipalsaari"	"2028"	4375
"Taipalsaari"	"2029"	4344
"Taipalsaari"	"2030"	4316
"Taipalsaari"	"2031"	4287
"Enonkoski"	"2021"	1356
"Enonkoski"	"2022"	1342
"Enonkoski"	"2023"	1327
"Enonkoski"	"2024"	1314
"Enonkoski"	"2025"	1300
"Enonkoski"	"2026"	1287
"Enonkoski"	"2027"	1274
"Enonkoski"	"2028"	1259
"Enonkoski"	"2029"	1246
"Enonkoski"	"2030"	1230
"Enonkoski"	"2031"	1214
"Hirvensalmi"	"2021"	2141
"Hirvensalmi"	"2022"	2126
"Hirvensalmi"	"2023"	2112
"Hirvensalmi"	"2024"	2099
"Hirvensalmi"	"2025"	2086
"Hirvensalmi"	"2026"	2074
"Hirvensalmi"	"2027"	2064
"Hirvensalmi"	"2028"	2052
"Hirvensalmi"	"2029"	2038
"Hirvensalmi"	"2030"	2025
"Hirvensalmi"	"2031"	2014
"Juva"	"2021"	5817
"Juva"	"2022"	5713
"Juva"	"2023"	5614
"Juva"	"2024"	5522
"Juva"	"2025"	5433
"Juva"	"2026"	5347
"Juva"	"2027"	5269
"Juva"	"2028"	5193
"Juva"	"2029"	5120
"Juva"	"2030"	5048
"Juva"	"2031"	4977
"Kangasniemi"	"2021"	5248
"Kangasniemi"	"2022"	5185
"Kangasniemi"	"2023"	5127
"Kangasniemi"	"2024"	5067
"Kangasniemi"	"2025"	5011
"Kangasniemi"	"2026"	4957
"Kangasniemi"	"2027"	4904
"Kangasniemi"	"2028"	4853
"Kangasniemi"	"2029"	4804
"Kangasniemi"	"2030"	4756
"Kangasniemi"	"2031"	4708
"Mikkeli"	"2021"	52194
"Mikkeli"	"2022"	51783
"Mikkeli"	"2023"	51380
"Mikkeli"	"2024"	50982
"Mikkeli"	"2025"	50588
"Mikkeli"	"2026"	50193
"Mikkeli"	"2027"	49811
"Mikkeli"	"2028"	49431
"Mikkeli"	"2029"	49061
"Mikkeli"	"2030"	48693
"Mikkeli"	"2031"	48325
"Mäntyharju"	"2021"	5598
"Mäntyharju"	"2022"	5519
"Mäntyharju"	"2023"	5449
"Mäntyharju"	"2024"	5380
"Mäntyharju"	"2025"	5317
"Mäntyharju"	"2026"	5256
"Mäntyharju"	"2027"	5196
"Mäntyharju"	"2028"	5140
"Mäntyharju"	"2029"	5086
"Mäntyharju"	"2030"	5034
"Mäntyharju"	"2031"	4987
"Pertunmaa"	"2021"	1622
"Pertunmaa"	"2022"	1593
"Pertunmaa"	"2023"	1567
"Pertunmaa"	"2024"	1544
"Pertunmaa"	"2025"	1522
"Pertunmaa"	"2026"	1503
"Pertunmaa"	"2027"	1488
"Pertunmaa"	"2028"	1474
"Pertunmaa"	"2029"	1459
"Pertunmaa"	"2030"	1447
"Pertunmaa"	"2031"	1436
"Pieksämäki"	"2021"	17075
"Pieksämäki"	"2022"	16791
"Pieksämäki"	"2023"	16521
"Pieksämäki"	"2024"	16262
"Pieksämäki"	"2025"	16011
"Pieksämäki"	"2026"	15772
"Pieksämäki"	"2027"	15540
"Pieksämäki"	"2028"	15317
"Pieksämäki"	"2029"	15101
"Pieksämäki"	"2030"	14892
"Pieksämäki"	"2031"	14688
"Puumala"	"2021"	2116
"Puumala"	"2022"	2091
"Puumala"	"2023"	2071
"Puumala"	"2024"	2050
"Puumala"	"2025"	2033
"Puumala"	"2026"	2016
"Puumala"	"2027"	2000
"Puumala"	"2028"	1983
"Puumala"	"2029"	1968
"Puumala"	"2030"	1954
"Puumala"	"2031"	1940
"Rantasalmi"	"2021"	3291
"Rantasalmi"	"2022"	3224
"Rantasalmi"	"2023"	3161
"Rantasalmi"	"2024"	3106
"Rantasalmi"	"2025"	3052
"Rantasalmi"	"2026"	3005
"Rantasalmi"	"2027"	2959
"Rantasalmi"	"2028"	2914
"Rantasalmi"	"2029"	2871
"Rantasalmi"	"2030"	2829
"Rantasalmi"	"2031"	2785
"Savonlinna"	"2021"	32135
"Savonlinna"	"2022"	31617
"Savonlinna"	"2023"	31123
"Savonlinna"	"2024"	30654
"Savonlinna"	"2025"	30207
"Savonlinna"	"2026"	29775
"Savonlinna"	"2027"	29358
"Savonlinna"	"2028"	28955
"Savonlinna"	"2029"	28565
"Savonlinna"	"2030"	28185
"Savonlinna"	"2031"	27817
"Sulkava"	"2021"	2432
"Sulkava"	"2022"	2384
"Sulkava"	"2023"	2338
"Sulkava"	"2024"	2293
"Sulkava"	"2025"	2254
"Sulkava"	"2026"	2218
"Sulkava"	"2027"	2185
"Sulkava"	"2028"	2157
"Sulkava"	"2029"	2127
"Sulkava"	"2030"	2097
"Sulkava"	"2031"	2070
"Iisalmi"	"2021"	20957
"Iisalmi"	"2022"	20789
"Iisalmi"	"2023"	20623
"Iisalmi"	"2024"	20458
"Iisalmi"	"2025"	20296
"Iisalmi"	"2026"	20136
"Iisalmi"	"2027"	19977
"Iisalmi"	"2028"	19821
"Iisalmi"	"2029"	19665
"Iisalmi"	"2030"	19508
"Iisalmi"	"2031"	19351
"Joroinen"	"2021"	4616
"Joroinen"	"2022"	4544
"Joroinen"	"2023"	4473
"Joroinen"	"2024"	4401
"Joroinen"	"2025"	4330
"Joroinen"	"2026"	4261
"Joroinen"	"2027"	4195
"Joroinen"	"2028"	4127
"Joroinen"	"2029"	4062
"Joroinen"	"2030"	3999
"Joroinen"	"2031"	3938
"Kaavi"	"2021"	2740
"Kaavi"	"2022"	2678
"Kaavi"	"2023"	2622
"Kaavi"	"2024"	2573
"Kaavi"	"2025"	2529
"Kaavi"	"2026"	2489
"Kaavi"	"2027"	2451
"Kaavi"	"2028"	2413
"Kaavi"	"2029"	2380
"Kaavi"	"2030"	2347
"Kaavi"	"2031"	2315
"Keitele"	"2021"	2113
"Keitele"	"2022"	2073
"Keitele"	"2023"	2037
"Keitele"	"2024"	2005
"Keitele"	"2025"	1971
"Keitele"	"2026"	1943
"Keitele"	"2027"	1914
"Keitele"	"2028"	1889
"Keitele"	"2029"	1862
"Keitele"	"2030"	1836
"Keitele"	"2031"	1812
"Kiuruvesi"	"2021"	7711
"Kiuruvesi"	"2022"	7578
"Kiuruvesi"	"2023"	7450
"Kiuruvesi"	"2024"	7331
"Kiuruvesi"	"2025"	7215
"Kiuruvesi"	"2026"	7102
"Kiuruvesi"	"2027"	6994
"Kiuruvesi"	"2028"	6891
"Kiuruvesi"	"2029"	6790
"Kiuruvesi"	"2030"	6695
"Kiuruvesi"	"2031"	6601
"Kuopio"	"2021"	120990
"Kuopio"	"2022"	121632
"Kuopio"	"2023"	122226
"Kuopio"	"2024"	122773
"Kuopio"	"2025"	123285
"Kuopio"	"2026"	123769
"Kuopio"	"2027"	124225
"Kuopio"	"2028"	124651
"Kuopio"	"2029"	125039
"Kuopio"	"2030"	125383
"Kuopio"	"2031"	125679
"Lapinlahti"	"2021"	9245
"Lapinlahti"	"2022"	9140
"Lapinlahti"	"2023"	9040
"Lapinlahti"	"2024"	8938
"Lapinlahti"	"2025"	8840
"Lapinlahti"	"2026"	8744
"Lapinlahti"	"2027"	8652
"Lapinlahti"	"2028"	8560
"Lapinlahti"	"2029"	8471
"Lapinlahti"	"2030"	8388
"Lapinlahti"	"2031"	8307
"Leppävirta"	"2021"	9289
"Leppävirta"	"2022"	9185
"Leppävirta"	"2023"	9085
"Leppävirta"	"2024"	8988
"Leppävirta"	"2025"	8891
"Leppävirta"	"2026"	8795
"Leppävirta"	"2027"	8703
"Leppävirta"	"2028"	8611
"Leppävirta"	"2029"	8522
"Leppävirta"	"2030"	8440
"Leppävirta"	"2031"	8357
"Pielavesi"	"2021"	4242
"Pielavesi"	"2022"	4163
"Pielavesi"	"2023"	4085
"Pielavesi"	"2024"	4013
"Pielavesi"	"2025"	3943
"Pielavesi"	"2026"	3873
"Pielavesi"	"2027"	3809
"Pielavesi"	"2028"	3747
"Pielavesi"	"2029"	3689
"Pielavesi"	"2030"	3633
"Pielavesi"	"2031"	3582
"Rautalampi"	"2021"	3007
"Rautalampi"	"2022"	2960
"Rautalampi"	"2023"	2913
"Rautalampi"	"2024"	2867
"Rautalampi"	"2025"	2820
"Rautalampi"	"2026"	2780
"Rautalampi"	"2027"	2742
"Rautalampi"	"2028"	2704
"Rautalampi"	"2029"	2671
"Rautalampi"	"2030"	2639
"Rautalampi"	"2031"	2607
"Rautavaara"	"2021"	1527
"Rautavaara"	"2022"	1496
"Rautavaara"	"2023"	1465
"Rautavaara"	"2024"	1435
"Rautavaara"	"2025"	1408
"Rautavaara"	"2026"	1381
"Rautavaara"	"2027"	1355
"Rautavaara"	"2028"	1331
"Rautavaara"	"2029"	1309
"Rautavaara"	"2030"	1287
"Rautavaara"	"2031"	1266
"Siilinjärvi"	"2021"	21150
"Siilinjärvi"	"2022"	21045
"Siilinjärvi"	"2023"	20944
"Siilinjärvi"	"2024"	20844
"Siilinjärvi"	"2025"	20741
"Siilinjärvi"	"2026"	20627
"Siilinjärvi"	"2027"	20508
"Siilinjärvi"	"2028"	20387
"Siilinjärvi"	"2029"	20262
"Siilinjärvi"	"2030"	20136
"Siilinjärvi"	"2031"	20006
"Sonkajärvi"	"2021"	3760
"Sonkajärvi"	"2022"	3687
"Sonkajärvi"	"2023"	3619
"Sonkajärvi"	"2024"	3556
"Sonkajärvi"	"2025"	3497
"Sonkajärvi"	"2026"	3442
"Sonkajärvi"	"2027"	3391
"Sonkajärvi"	"2028"	3341
"Sonkajärvi"	"2029"	3293
"Sonkajärvi"	"2030"	3248
"Sonkajärvi"	"2031"	3206
"Suonenjoki"	"2021"	6827
"Suonenjoki"	"2022"	6731
"Suonenjoki"	"2023"	6643
"Suonenjoki"	"2024"	6564
"Suonenjoki"	"2025"	6488
"Suonenjoki"	"2026"	6416
"Suonenjoki"	"2027"	6349
"Suonenjoki"	"2028"	6281
"Suonenjoki"	"2029"	6217
"Suonenjoki"	"2030"	6158
"Suonenjoki"	"2031"	6098
"Tervo"	"2021"	1480
"Tervo"	"2022"	1462
"Tervo"	"2023"	1447
"Tervo"	"2024"	1434
